Distance[um],dz[um],Mag_Ex_um,Mag_Ex_um
0.040404,2.14,2.90876,0.338252
0.0606061,2.14,2.87601,0.379545
0.0808081,2.14,2.84739,0.421637
0.10101,2.14,2.82292,0.463941
0.121212,2.14,2.80263,0.505835
0.141414,2.14,2.1573,0.325164
0.161616,2.14,2.13497,0.325636
0.181818,2.14,2.11303,0.330532
0.20202,2.14,2.09148,0.340893
0.222222,2.14,2.07035,0.35671
0.242424,2.14,2.04964,0.376918
0.262626,2.14,2.02938,0.399402
0.282828,2.14,2.00957,0.420994
0.30303,2.14,2.51308,0.655321
0.323232,2.14,2.39277,0.655622
0.343434,2.14,2.29062,0.660283
0.363636,2.14,2.20955,0.669308
0.383838,2.14,2.15182,0.682587
0.40404,2.14,2.11906,0.699891
0.424242,2.14,2.11224,0.720876
0.444444,2.14,2.00691,0.764963
0.464646,2.14,2.03876,0.822815
0.484848,2.14,2.70834,1.14594
0.505051,2.14,2.76492,1.06344
0.525253,2.14,2.9475,1.03811
0.545455,2.14,3.23037,1.06453
0.565657,2.14,3.59112,1.13688
0.585859,2.14,4.01068,1.24897
0.606061,2.14,4.47328,1.39424
0.626263,2.14,4.96645,1.56578
0.646465,2.14,5.48106,1.75628
0.666667,2.14,6.01128,1.95807
0.686869,2.14,6.55459,2.16311
0.707071,2.14,8.06805,2.33811
0.727273,2.14,7.49229,1.50309
0.747475,2.14,7.22556,1.78518
0.767677,2.14,7.3037,2.69848
0.787879,2.14,7.7286,3.8687
0.808081,2.14,73.2049,68.6587
0.828283,2.14,73.28,68.7291
0.848485,2.14,73.3806,68.8236
0.868687,2.14,73.1717,68.6275
0.888889,2.14,72.9628,68.4314
0.909091,2.14,73.0567,68.52
0.929293,2.14,73.1994,68.6535
0.949495,2.14,73.2447,68.6956
0.969697,2.14,73.4541,68.8924
0.989899,2.14,73.1322,68.5904
1.0101,2.14,73.1286,68.5871
1.0303,2.14,73.4871,68.9238
1.05051,2.14,73.4789,68.9162
1.07071,2.14,73.3538,68.7979
1.09091,2.14,73.099,68.5594
1.11111,2.14,73.2231,68.6757
1.13131,2.14,73.3923,68.8343
1.15152,2.14,73.6651,69.0904
1.17172,2.14,73.2609,68.7111
1.19192,2.14,73.1441,68.6016
1.21212,2.14,7.73755,3.75461
1.23232,2.14,6.93757,2.64278
1.25253,2.14,6.43361,1.74097
1.27273,2.14,6.6921,1.67725
1.29293,2.14,6.57881,1.72729
1.31313,2.14,6.89592,2.43926
1.33333,2.14,6.47427,3.42448
1.35354,2.14,4.38481,2.15048
1.37374,2.14,4.1722,2.03269
1.39394,2.14,4.3003,2.00565
1.41414,2.14,3.94074,1.84247
1.43434,2.14,3.60759,1.68436
1.45455,2.14,3.31079,1.5333
1.47475,2.14,3.05943,1.3919
1.49495,2.14,2.86177,1.26343
1.51515,2.14,2.72521,1.15174
1.53535,2.14,2.6563,1.06137
1.55556,2.14,2.66073,0.997467
1.57576,2.14,2.74336,0.965803
1.59596,2.14,2.90821,0.972797
1.61616,2.14,3.15841,1.0255
1.63636,2.14,1.81165,0.295036
1.65657,2.14,1.75644,0.307447
1.67677,2.14,1.70139,0.328351
1.69697,2.14,1.64649,0.355998
1.71717,2.14,1.59175,0.388835
1.73737,2.14,1.53719,0.425501
1.75758,2.14,1.48283,0.464834
1.77778,2.14,1.42869,0.505865
1.79798,2.14,1.37481,0.547821
1.81818,2.14,1.32122,0.590124
1.83838,2.14,1.72985,0.481309
1.85859,2.14,1.71682,0.470056
1.87879,2.14,1.7059,0.458965
1.89899,2.14,1.69708,0.448044
1.91919,2.14,1.69036,0.437297
1.93939,2.14,1.68574,0.426728
1.9596,2.14,1.6832,0.416342
1.9798,2.14,1.68276,0.406138
2,2.14,1.68441,0.396117
0,2.16,3.03083,0.270245
0.020202,2.16,2.98745,0.307427
0.040404,2.16,2.94786,0.346537
0.0606061,2.16,2.9121,0.387101
0.0808081,2.16,2.88019,0.428613
0.10101,2.16,2.85219,0.470533
0.121212,2.16,2.82813,0.512291
0.141414,2.16,2.80806,0.553285
0.161616,2.16,2.13603,0.374429
0.181818,2.16,2.11186,0.378547
0.20202,2.16,2.08805,0.387143
0.222222,2.16,2.06462,0.40062
0.242424,2.16,2.04158,0.418332
0.262626,2.16,2.01894,0.438579
0.282828,2.16,1.99672,0.458611
0.30303,2.16,2.48136,0.655788
0.323232,2.16,2.35812,0.660411
0.343434,2.16,2.25314,0.669143
0.363636,2.16,2.16947,0.681908
0.383838,2.16,2.10953,0.698511
0.40404,2.16,2.07508,0.718644
0.424242,2.16,2.06724,0.741882
0.444444,2.16,2.08646,0.767681
0.464646,2.16,2.6643,1.15652
0.484848,2.16,2.60771,1.0376
0.505051,2.16,2.67247,0.957885
0.525253,2.16,2.89031,0.960069
0.545455,2.16,3.19611,1.00843
0.565657,2.16,3.5698,1.09772
0.585859,2.16,3.9944,1.22226
0.606061,2.16,4.45592,1.3759
0.626263,2.16,4.94345,1.55203
0.646465,2.16,5.4491,1.7436
0.666667,2.16,5.96804,1.94308
0.686869,2.16,6.49846,2.14251
0.707071,2.16,7.4864,2.37908
0.727273,2.16,6.91884,1.33482
0.747475,2.16,7.28873,2.17692
0.767677,2.16,7.43398,3.00328
0.787879,2.16,7.86442,4.04853
0.808081,2.16,73.2823,68.7312
0.828283,2.16,73.3416,68.7869
0.848485,2.16,73.5016,68.937
0.868687,2.16,73.149,68.6061
0.888889,2.16,73.2672,68.7173
0.909091,2.16,73.7353,69.156
0.929293,2.16,73.1989,68.6528
0.949495,2.16,72.8613,68.3366
0.969697,2.16,73.2417,68.6933
0.989899,2.16,73.5887,69.0186
1.0101,2.16,73.5472,68.9796
1.0303,2.16,73.2257,68.6782
1.05051,2.16,72.9328,68.4036
1.07071,2.16,73.2581,68.7084
1.09091,2.16,73.5834,69.0133
1.11111,2.16,73.4196,68.86
1.13131,2.16,73.3239,68.7702
1.15152,2.16,73.2242,68.6768
1.17172,2.16,73.1741,68.6297
1.19192,2.16,73.6525,69.0785
1.21212,2.16,7.68266,3.96964
1.23232,2.16,6.84673,2.9
1.25253,2.16,6.24898,1.97644
1.27273,2.16,5.96,1.48667
1.29293,2.16,6.19877,1.73766
1.31313,2.16,6.53595,2.15343
1.33333,2.16,6.74149,3.63356
1.35354,2.16,4.98934,2.35044
1.37374,2.16,4.60147,2.18194
1.39394,2.16,4.21919,2.017
1.41414,2.16,3.85405,1.8561
1.43434,2.16,3.51677,1.70035
1.45455,2.16,3.21719,1.55147
1.47475,2.16,2.96433,1.41185
1.49495,2.16,2.76635,1.28448
1.51515,2.16,2.63056,1.17302
1.53535,2.16,2.56341,1.08172
1.55556,2.16,2.57052,1.0155
1.57576,2.16,2.65665,0.979895
1.59596,2.16,2.82572,0.981076
1.61616,2.16,3.0808,1.02585
1.63636,2.16,1.79789,0.340026
1.65657,2.16,1.74449,0.356379
1.67677,2.16,1.69124,0.380202
1.69697,2.16,1.63817,0.409867
1.71717,2.16,1.58528,0.443944
1.73737,2.16,1.53259,0.481195
1.75758,2.16,1.48011,0.520579
1.77778,2.16,1.42788,0.561249
1.79798,2.16,1.37593,0.602555
1.81818,2.16,1.77597,0.501443
1.83838,2.16,1.76482,0.490406
1.85859,2.16,1.75564,0.479545
1.87879,2.16,1.74844,0.468869
1.89899,2.16,1.74321,0.458387
1.91919,2.16,1.73993,0.448105
1.93939,2.16,1.73861,0.438029
1.9596,2.16,1.73923,0.428164
1.9798,2.16,1.74182,0.41851
2,2.16,1.74635,0.409071
0,2.18,3.06598,0.282021
0.020202,2.18,3.02025,0.317937
0.040404,2.18,2.97802,0.355833
0.0606061,2.18,2.93936,0.395282
0.0808081,2.18,2.90429,0.435829
0.10101,2.18,2.87289,0.476985
0.121212,2.18,2.84519,0.51823
0.141414,2.18,2.82127,0.559013
0.161616,2.18,2.1316,0.420784
0.181818,2.18,2.10521,0.424884
0.20202,2.18,2.07914,0.432339
0.222222,2.18,2.05341,0.44397
0.242424,2.18,2.02803,0.459545
0.262626,2.18,2.00302,0.477782
0.282828,2.18,1.9784,0.496345
0.30303,2.18,2.4449,0.657754
0.323232,2.18,2.3187,0.666408
0.343434,2.18,2.21089,0.678876
0.363636,2.18,2.12469,0.694998
0.383838,2.18,2.06265,0.714498
0.40404,2.18,2.02666,0.736987
0.424242,2.18,2.018,0.761956
0.444444,2.18,2.07951,0.852138
0.464646,2.18,2.17117,0.865354
0.484848,2.18,2.58285,1.00341
0.505051,2.18,2.66594,0.945327
0.525253,2.18,2.86526,0.942284
0.545455,2.18,3.157,0.988552
0.565657,2.18,3.52038,1.07795
0.585859,2.18,3.9377,1.20385
0.606061,2.18,4.39427,1.35915
0.626263,2.18,4.87844,1.53631
0.646465,2.18,5.38163,1.72732
0.666667,2.18,5.89828,1.92374
0.686869,2.18,7.06363,2.26174
0.707071,2.18,7.39851,2.46221
0.727273,2.18,7.84204,2.82932
0.747475,2.18,6.85168,2.16908
0.767677,2.18,7.20856,3.14584
0.787879,2.18,7.85411,4.19259
0.808081,2.18,70.1983,65.8388
0.828283,2.18,70.0889,65.7362
0.848485,2.18,69.9276,65.5848
0.868687,2.18,70.0645,65.7131
0.888889,2.18,69.9871,65.641
0.909091,2.18,69.9753,65.6295
0.929293,2.18,69.9635,65.618
0.949495,2.18,70.091,65.7375
0.969697,2.18,70.2069,65.8475
0.989899,2.18,69.9711,65.6256
1.0101,2.18,69.9095,65.5678
1.0303,2.18,70.2062,65.8461
1.05051,2.18,70.247,65.8841
1.07071,2.18,70.1426,65.7866
1.09091,2.18,69.8241,65.4878
1.11111,2.18,70.0428,65.6929
1.13131,2.18,70.3403,65.9717
1.15152,2.18,70.0808,65.7285
1.17172,2.18,70.2625,65.8991
1.19192,2.18,70.0436,65.6937
1.21212,2.18,7.71294,4.15303
1.23232,2.18,6.87098,3.1123
1.25253,2.18,6.25722,2.21445
1.27273,2.18,5.94165,1.70528
1.29293,2.18,5.95872,1.71335
1.31313,2.18,6.30734,2.24998
1.33333,2.18,4.88171,2.29121
1.35354,2.18,4.92088,2.35953
1.37374,2.18,4.5235,2.19098
1.39394,2.18,4.13346,2.02675
1.41414,2.18,3.76222,1.86706
1.43434,2.18,3.42039,1.71277
1.45455,2.18,3.11775,1.56538
1.47475,2.18,2.86321,1.42702
1.49495,2.18,2.66484,1.30044
1.51515,2.18,2.52986,1.18906
1.53535,2.18,2.46465,1.09688
1.55556,2.18,2.47472,1.02858
1.57576,2.18,2.56475,0.989458
1.59596,2.18,2.73856,0.985433
1.61616,2.18,2.99912,1.02307
1.63636,2.18,1.78042,0.385023
1.65657,2.18,1.72884,0.404701
1.67677,2.18,1.67743,0.43091
1.69697,2.18,1.6262,0.462147
1.71717,2.18,1.57517,0.497102
1.73737,2.18,1.52436,0.534659
1.75758,2.18,1.47379,0.5739
1.77778,2.18,1.42348,0.6141
1.79798,2.18,1.81576,0.519503
1.81818,2.18,1.80649,0.508644
1.83838,2.18,1.79908,0.497976
1.85859,2.18,1.79351,0.48751
1.87879,2.18,1.78977,0.477259
1.89899,2.18,1.78786,0.467232
1.91919,2.18,1.78777,0.457436
1.93939,2.18,1.7895,0.447879
1.9596,2.18,1.79304,0.438567
1.9798,2.18,1.7984,0.429502
2,2.18,1.80558,0.420689
0,2.2,3.09193,0.294988
0.020202,2.2,3.04393,0.329275
0.040404,2.2,2.99917,0.365595
0.0606061,2.2,2.9577,0.403572
0.0808081,2.2,2.91959,0.442801
0.10101,2.2,2.8849,0.482843
0.121212,2.2,2.85368,0.523229
0.141414,2.2,2.82603,0.563457
0.161616,2.2,2.80201,0.602995
0.181818,2.2,2.09315,0.468357
0.20202,2.2,2.06481,0.475406
0.222222,2.2,2.03678,0.48579
0.242424,2.2,2.00908,0.499695
0.262626,2.2,1.98171,0.516255
0.282828,2.2,1.95469,0.533549
0.30303,2.2,2.40371,0.660999
0.323232,2.2,2.2745,0.673372
0.343434,2.2,2.16388,0.689216
0.363636,2.2,2.0752,0.70829
0.383838,2.2,2.01115,0.730237
0.40404,2.2,1.97379,0.754583
0.424242,2.2,1.93994,0.821842
0.444444,2.2,1.99628,0.828265
0.464646,2.2,2.08563,0.841581
0.484848,2.2,2.20274,0.861476
0.505051,2.2,2.65293,0.929279
0.525253,2.2,2.83416,0.922158
0.545455,2.2,3.11209,0.967155
0.565657,2.2,3.46524,1.05715
0.585859,2.2,3.87517,1.18456
0.606061,2.2,4.32648,1.34136
0.626263,2.2,4.80683,1.51905
0.646465,2.2,5.3069,1.70869
0.666667,2.2,5.82042,1.90087
0.686869,2.2,6.95511,2.30039
0.707071,2.2,7.31392,2.56641
0.727273,2.2,7.77873,2.98012
0.747475,2.2,7.47586,2.35872
0.767677,2.2,7.3621,3.14235
0.787879,2.2,7.74896,4.3074
0.808081,2.2,63.7577,59.7981
0.828283,2.2,63.9648,59.9924
0.848485,2.2,63.7672,59.807
0.868687,2.2,63.7969,59.8351
0.888889,2.2,63.6438,59.6909
0.909091,2.2,63.7388,59.7805
0.929293,2.2,63.8338,59.87
0.949495,2.2,64.5817,60.5714
0.969697,2.2,63.7467,59.7877
0.989899,2.2,63.8332,59.869
1.0101,2.2,64.1009,60.1198
1.0303,2.2,63.8202,59.8569
1.05051,2.2,63.7567,59.7975
1.07071,2.2,63.8745,59.9072
1.09091,2.2,63.812,59.8494
1.11111,2.2,63.8069,59.8444
1.13131,2.2,63.9524,59.9808
1.15152,2.2,63.6247,59.6735
1.17172,2.2,63.9598,59.9877
1.19192,2.2,63.8231,59.8595
1.21212,2.2,7.82494,4.32273
1.23232,2.2,6.99199,3.33473
1.25253,2.2,6.87763,2.94433
1.27273,2.2,6.77731,2.65104
1.29293,2.2,6.68519,2.56656
1.31313,2.2,6.50545,2.80476
1.33333,2.2,5.43403,2.63593
1.35354,2.2,4.36482,2.10164
1.37374,2.2,4.08479,1.99485
1.39394,2.2,4.04312,2.03551
1.41414,2.2,3.66527,1.87587
1.43434,2.2,3.31852,1.72209
1.45455,2.2,3.01255,1.5754
1.47475,2.2,2.75617,1.4377
1.49495,2.2,2.55738,1.31151
1.51515,2.2,2.4233,1.19998
1.53535,2.2,2.36021,1.10689
1.55556,2.2,2.37354,1.03666
1.57576,2.2,2.46788,0.994358
1.59596,2.2,2.64696,0.985653
1.61616,2.2,2.91367,1.01687
1.63636,2.2,1.75953,0.429147
1.65657,2.2,1.70978,0.451658
1.67677,2.2,1.66022,0.479849
1.69697,2.2,1.61086,0.512336
1.71717,2.2,1.56171,0.547931
1.73737,2.2,1.5128,0.585642
1.75758,2.2,1.46414,0.624672
1.77778,2.2,1.84944,0.535535
1.79798,2.2,1.84206,0.524809
1.81818,2.2,1.83641,0.51429
1.83838,2.2,1.83248,0.503994
1.85859,2.2,1.83026,0.493933
1.87879,2.2,1.82974,0.484122
1.89899,2.2,1.83091,0.474569
1.91919,2.2,1.83376,0.465286
1.93939,2.2,1.8383,0.45628
1.9596,2.2,1.84452,0.447558
1.9798,2.2,1.85242,0.439126
2,2.2,1.86201,0.430986
0,2.22,3.10865,0.308618
0.020202,2.22,3.05847,0.340943
0.040404,2.22,3.01126,0.375357
0.0606061,2.22,2.96708,0.411536
0.0808081,2.22,2.92601,0.449123
0.10101,2.22,2.88813,0.487731
0.121212,2.22,2.85351,0.526942
0.141414,2.22,2.82224,0.566303
0.161616,2.22,2.7944,0.605332
0.181818,2.22,2.77008,0.643514
0.20202,2.22,2.04516,0.515463
0.222222,2.22,2.01484,0.525309
0.242424,2.22,1.98481,0.538118
0.262626,2.22,1.95508,0.55344
0.282828,2.22,1.92568,0.569773
0.30303,2.22,2.3578,0.665307
0.323232,2.22,2.22553,0.681062
0.343434,2.22,2.1121,0.699899
0.363636,2.22,2.02099,0.721496
0.383838,2.22,1.95505,0.745415
0.40404,2.22,1.84372,0.794779
0.424242,2.22,1.8587,0.794923
0.444444,2.22,1.91111,0.801846
0.464646,2.22,1.9978,0.815323
0.484848,2.22,2.114,0.835049
0.505051,2.22,2.25332,0.860634
0.525253,2.22,2.79655,0.898944
0.545455,2.22,3.06095,0.943562
0.565657,2.22,3.40394,1.03471
0.585859,2.22,3.80639,1.16387
0.606061,2.22,4.25217,1.32207
0.626263,2.22,4.72823,1.49986
0.646465,2.22,5.22453,1.68737
0.666667,2.22,6.59046,2.22921
0.686869,2.22,6.85001,2.36491
0.707071,2.22,7.23259,2.68961
0.727273,2.22,7.7186,3.14434
0.747475,2.22,8.2901,3.68288
0.767677,2.22,7.69265,3.31254
0.787879,2.22,7.903,4.35973
0.808081,2.22,54.7477,51.3478
0.828283,2.22,54.7936,51.3907
0.848485,2.22,55.2638,51.8315
0.868687,2.22,54.7416,51.342
0.888889,2.22,54.6677,51.2725
0.909091,2.22,54.8631,51.4562
0.929293,2.22,54.7342,51.3352
0.949495,2.22,54.7786,51.3768
0.969697,2.22,54.6826,51.2861
0.989899,2.22,54.8576,51.4514
1.0101,2.22,54.8867,51.4775
1.0303,2.22,54.7712,51.3697
1.05051,2.22,54.7523,51.3519
1.07071,2.22,54.7721,51.3706
1.09091,2.22,55.2533,51.8217
1.11111,2.22,54.9582,51.545
1.13131,2.22,54.6463,51.2526
1.15152,2.22,54.4813,51.0977
1.17172,2.22,54.7916,51.3889
1.19192,2.22,54.9666,51.5529
1.21212,2.22,8.54381,4.8723
1.23232,2.22,8.05637,4.27024
1.25253,2.22,7.72191,3.81564
1.27273,2.22,7.32737,3.17725
1.29293,2.22,6.61026,2.67987
1.31313,2.22,6.41911,2.88426
1.33333,2.22,5.09471,2.49671
1.35354,2.22,4.11934,2.02158
1.37374,2.22,3.85465,1.91847
1.39394,2.22,3.58184,1.81667
1.41414,2.22,3.31214,1.71631
1.43434,2.22,3.21127,1.72878
1.45455,2.22,2.90171,1.58193
1.47475,2.22,2.64338,1.44422
1.49495,2.22,2.44414,1.31792
1.51515,2.22,2.31105,1.20594
1.53535,2.22,2.2503,1.11183
1.55556,2.22,2.26723,1.03975
1.57576,2.22,2.36632,0.994518
1.59596,2.22,2.55124,0.981579
1.61616,2.22,2.82476,1.007
1.63636,2.22,1.73554,0.47188
1.65657,2.22,1.68765,0.496861
1.67677,2.22,1.63996,0.526752
1.69697,2.22,1.59248,0.560293
1.71717,2.22,1.54523,0.596418
1.73737,2.22,1.49824,0.634257
1.75758,2.22,1.87725,0.549598
1.77778,2.22,1.87176,0.538954
1.79798,2.22,1.86788,0.528535
1.81818,2.22,1.86561,0.518359
1.83838,2.22,1.86492,0.508443
1.85859,2.22,1.86581,0.498802
1.87879,2.22,1.86826,0.48945
1.89899,2.22,1.87227,0.480398
1.91919,2.22,1.87784,0.471659
1.93939,2.22,1.88495,0.463241
1.9596,2.22,1.89361,0.455152
1.9798,2.22,1.90383,0.447399
2,2.22,1.9156,0.439988
0,2.24,3.11617,0.322462
0.020202,2.24,3.06387,0.352521
0.040404,2.24,3.01428,0.384729
0.0606061,2.24,2.96746,0.418813
0.0808081,2.24,2.92352,0.454465
0.10101,2.24,2.88253,0.49135
0.121212,2.24,2.8446,0.529099
0.141414,2.24,2.8098,0.56731
0.161616,2.24,2.77825,0.605551
0.181818,2.24,2.75005,0.643358
0.20202,2.24,2.72529,0.680235
0.222222,2.24,1.98767,0.56195
0.242424,2.24,1.95532,0.574345
0.262626,2.24,1.92325,0.588979
0.282828,2.24,1.89148,0.604764
0.30303,2.24,2.30716,0.670459
0.323232,2.24,2.17179,0.689236
0.343434,2.24,2.05555,0.710662
0.363636,2.24,1.96207,0.734331
0.383838,2.24,1.79559,0.770068
0.40404,2.24,1.76618,0.764476
0.424242,2.24,1.77602,0.765478
0.444444,2.24,1.82404,0.772938
0.464646,2.24,1.90759,0.78664
0.484848,2.24,2.0224,0.806288
0.505051,2.24,2.1626,0.831501
0.525253,2.24,2.32071,0.861817
0.545455,2.24,3.00315,0.917288
0.565657,2.24,3.3361,1.01023
0.585859,2.24,3.73097,1.14144
0.606061,2.24,4.17096,1.301
0.626263,2.24,4.64228,1.47855
0.646465,2.24,5.13419,1.66324
0.666667,2.24,6.4626,2.24436
0.686869,2.24,6.74829,2.45294
0.707071,2.24,7.15448,2.82987
0.727273,2.24,7.6616,3.32043
0.747475,2.24,8.25173,3.88274
0.767677,2.24,8.90862,4.48767
0.787879,2.24,8.23352,4.47442
0.808081,2.24,43.2333,40.5483
0.828283,2.24,43.385,40.6907
0.848485,2.24,43.2904,40.6023
0.868687,2.24,43.2961,40.607
0.888889,2.24,43.2211,40.5371
0.909091,2.24,43.3889,40.6941
0.929293,2.24,43.3171,40.6272
0.949495,2.24,43.2804,40.5925
0.969697,2.24,43.2079,40.5245
0.989899,2.24,43.2721,40.585
1.0101,2.24,43.2433,40.5576
1.0303,2.24,43.615,40.9067
1.05051,2.24,43.2946,40.6057
1.07071,2.24,43.4484,40.7504
1.09091,2.24,43.2635,40.5766
1.11111,2.24,43.2037,40.5206
1.13131,2.24,43.3759,40.6819
1.15152,2.24,43.6887,40.9752
1.17172,2.24,43.3254,40.6348
1.19192,2.24,43.1735,40.4922
1.21212,2.24,9.44098,5.61584
1.23232,2.24,9.73153,5.44751
1.25253,2.24,8.35828,4.26416
1.27273,2.24,7.24583,3.31093
1.29293,2.24,6.51338,2.78233
1.31313,2.24,6.30746,2.94225
1.33333,2.24,4.7529,2.35871
1.35354,2.24,4.35697,2.19751
1.37374,2.24,3.61468,1.83968
1.39394,2.24,3.35387,1.74163
1.41414,2.24,3.09649,1.64514
1.43434,2.24,2.85235,1.5505
1.45455,2.24,2.62989,1.45808
1.47475,2.24,2.4363,1.36841
1.49495,2.24,2.32535,1.31999
1.51515,2.24,2.19338,1.20718
1.53535,2.24,2.1352,1.11184
1.55556,2.24,2.15607,1.0379
1.57576,2.24,2.26039,0.989918
1.59596,2.24,2.45172,0.973105
1.61616,2.24,2.73275,0.99329
1.63636,2.24,1.70883,0.513067
1.65657,2.24,1.66281,0.540278
1.67677,2.24,1.61702,0.571716
1.69697,2.24,1.57144,0.606241
1.71717,2.24,1.90455,0.572609
1.73737,2.24,1.89944,0.561766
1.75758,2.24,1.89585,0.551146
1.77778,2.24,1.89376,0.54077
1.79798,2.24,1.89315,0.530661
1.81818,2.24,1.89401,0.520836
1.83838,2.24,1.89633,0.511314
1.85859,2.24,1.90009,0.502112
1.87879,2.24,1.90528,0.493244
1.89899,2.24,1.91191,0.484725
1.91919,2.24,1.91995,0.476565
1.93939,2.24,1.92942,0.468777
1.9596,2.24,1.9403,0.461369
1.9798,2.24,1.95261,0.45435
2,2.24,1.96634,0.447726
0,2.26,3.11454,0.336147
0.020202,2.26,3.06017,0.363667
0.040404,2.26,3.00824,0.393399
0.0606061,2.26,2.95886,0.425121
0.0808081,2.26,2.91211,0.458576
0.10101,2.26,2.86809,0.493478
0.121212,2.26,2.82692,0.529509
0.141414,2.26,2.78869,0.566317
0.161616,2.26,2.75352,0.603521
0.181818,2.26,2.72152,0.640707
0.20202,2.26,2.69281,0.677429
0.222222,2.26,2.66751,0.713209
0.242424,2.26,1.92074,0.608108
0.262626,2.26,1.88633,0.622708
0.282828,2.26,1.8522,0.638468
0.30303,2.26,2.25183,0.67624
0.323232,2.26,2.1133,0.697657
0.343434,2.26,1.99425,0.721241
0.363636,2.26,1.7972,0.74687
0.383838,2.26,1.72339,0.736115
0.40404,2.26,1.68802,0.731695
0.424242,2.26,1.69213,0.733567
0.444444,2.26,1.73518,0.741605
0.464646,2.26,1.815,0.755603
0.484848,2.26,1.92783,0.775269
0.505051,2.26,2.0683,0.800233
0.525253,2.26,2.22946,0.830042
0.545455,2.26,2.40272,0.864159
0.565657,2.26,3.26131,0.983473
0.585859,2.26,3.64855,1.11711
0.606061,2.26,4.08249,1.27809
0.626263,2.26,4.54863,1.4551
0.646465,2.26,6.16604,2.22628
0.666667,2.26,6.33832,2.28819
0.686869,2.26,6.64991,2.56229
0.707071,2.26,7.07956,2.98536
0.727273,2.26,7.60771,3.50699
0.747475,2.26,8.21645,4.08956
0.767677,2.26,8.88955,4.70825
0.787879,2.26,9.61243,5.35105
0.808081,2.26,30.1699,28.2962
0.828283,2.26,29.8742,28.0189
0.848485,2.26,29.744,27.8969
0.868687,2.26,29.9919,28.1293
0.888889,2.26,30.3201,28.4375
0.909091,2.26,29.9998,28.1368
0.929293,2.26,30.0293,28.1642
0.949495,2.26,29.9375,28.0783
0.969697,2.26,29.8456,27.9923
0.989899,2.26,29.9501,28.0897
1.0101,2.26,29.9876,28.1257
1.0303,2.26,29.9989,28.1355
1.05051,2.26,29.8783,28.0227
1.07071,2.26,29.9286,28.0701
1.09091,2.26,30.0385,28.1729
1.11111,2.26,30.0049,28.1414
1.13131,2.26,29.8944,28.038
1.15152,2.26,30.1265,28.2557
1.17172,2.26,29.8758,28.0204
1.19192,2.26,29.8769,28.0215
1.21212,2.26,11.1777,6.84731
1.23232,2.26,9.64721,5.58462
1.25253,2.26,8.27061,4.40517
1.27273,2.26,7.14473,3.43525
1.29293,2.26,6.39379,2.87053
1.31313,2.26,4.79938,2.37816
1.33333,2.26,4.40911,2.22282
1.35354,2.26,4.029,2.07505
1.37374,2.26,3.36848,1.75842
1.39394,2.26,3.11754,1.66416
1.41414,2.26,2.87149,1.5716
1.43434,2.26,2.63993,1.48109
1.45455,2.26,2.43118,1.39305
1.47475,2.26,2.25222,1.30803
1.49495,2.26,2.10875,1.2267
1.51515,2.26,2.00514,1.14983
1.53535,2.26,2.01521,1.10712
1.55556,2.26,2.04041,1.03122
1.57576,2.26,2.15044,0.98059
1.59596,2.26,2.34878,0.960186
1.61616,2.26,2.63805,0.975597
1.63636,2.26,1.67982,0.552914
1.65657,2.26,1.63571,0.582243
1.67677,2.26,1.59183,0.615199
1.69697,2.26,1.9194,0.583027
1.71717,2.26,1.9163,0.572125
1.73737,2.26,1.91461,0.561464
1.75758,2.26,1.91432,0.55107
1.77778,2.26,1.91539,0.540966
1.79798,2.26,1.91782,0.531174
1.81818,2.26,1.92158,0.521714
1.83838,2.26,1.92668,0.512605
1.85859,2.26,1.93308,0.503866
1.87879,2.26,1.9408,0.495513
1.89899,2.26,1.94981,0.487561
1.91919,2.26,1.96012,0.480023
1.93939,2.26,1.97172,0.472912
1.9596,2.26,1.98462,0.466239
1.9798,2.26,1.9988,0.460012
2,2.26,2.01428,0.454239
0,2.28,3.10383,0.349376
0.020202,2.28,3.04742,0.374113
0.040404,2.28,2.99321,0.401131
0.0606061,2.28,2.9413,0.430255
0.0808081,2.28,2.8918,0.46128
0.10101,2.28,2.84482,0.49397
0.121212,2.28,2.80047,0.528057
0.141414,2.28,2.75888,0.563241
0.161616,2.28,2.72017,0.599189
0.181818,2.28,2.68446,0.635537
0.20202,2.28,2.65188,0.671892
0.222222,2.28,2.62257,0.707825
0.242424,2.28,2.59666,0.742879
0.262626,2.28,1.84446,0.654661
0.282828,2.28,1.80798,0.671025
0.30303,2.28,2.19181,0.682434
0.323232,2.28,2.05007,0.706084
0.343434,2.28,1.84711,0.724391
0.363636,2.28,1.73189,0.709073
0.383838,2.28,1.65167,0.699762
0.40404,2.28,1.60963,0.696505
0.424242,2.28,1.60732,0.699265
0.444444,2.28,1.64468,0.707927
0.464646,2.28,1.72007,0.722291
0.484848,2.28,1.83022,0.742076
0.505051,2.28,1.97028,0.766919
0.525253,2.28,2.13377,0.796374
0.545455,2.28,2.31264,0.829915
0.565657,2.28,2.49719,0.866932
0.585859,2.28,3.55877,1.09093
0.606061,2.28,3.98642,1.25345
0.626263,2.28,4.44697,1.42971
0.646465,2.28,6.01727,2.21541
0.666667,2.28,6.21758,2.35826
0.686869,2.28,6.55483,2.69091
0.707071,2.28,7.00777,3.15444
0.727273,2.28,7.55687,3.70274
0.747475,2.28,8.4849,4.54716
0.767677,2.28,9.47435,5.32854
0.787879,2.28,10.4852,6.12072
