Distance[um],dz[um],Mag_Ex_um,Mag_Ex_um
0.646465,1.54,1.67931,1.79377
0.666667,1.54,1.74632,1.83291
0.686869,1.54,1.81613,1.87209
0.707071,1.54,1.88818,1.91135
0.727273,1.54,3.20245,2.86528
0.747475,1.54,3.22062,2.8769
0.767677,1.54,3.24035,2.89124
0.787879,1.54,3.26102,2.90818
0.808081,1.54,3.28193,2.92759
0.828283,1.54,3.53728,3.01875
0.848485,1.54,3.63542,3.07177
0.868687,1.54,3.73447,3.12981
0.888889,1.54,3.83439,3.19261
0.909091,1.54,3.60966,3.06982
0.929293,1.54,3.58358,3.06372
0.949495,1.54,3.55751,3.0585
0.969697,1.54,2.90051,2.19717
0.989899,1.54,2.91875,2.23471
1.0101,1.54,2.93721,2.27238
1.0303,1.54,2.95589,2.31017
1.05051,1.54,3.2372,2.85881
1.07071,1.54,3.18341,2.87062
1.09091,1.54,3.13023,2.88263
1.11111,1.54,3.07771,2.89481
1.13131,1.54,3.1737,3.33388
1.15152,1.54,3.11313,3.33852
1.17172,1.54,3.05406,3.34339
1.19192,1.54,2.99657,3.3485
1.21212,1.54,2.94073,3.35386
1.23232,1.54,2.88659,3.35949
1.25253,1.54,2.91338,3.33582
1.27273,1.54,2.79972,3.17502
1.29293,1.54,2.69423,3.06845
1.31313,1.54,2.59302,2.96401
1.33333,1.54,2.49671,2.86145
1.35354,1.54,2.40591,2.76061
1.37374,1.54,2.32124,2.66142
1.39394,1.54,2.24329,2.56388
1.41414,1.54,2.1727,2.46809
1.43434,1.54,2.11005,2.37422
1.45455,1.54,2.05596,2.28254
1.47475,1.54,2.01104,2.19338
1.49495,1.54,1.97588,2.10717
1.51515,1.54,1.9511,2.02443
1.53535,1.54,1.80147,1.52562
1.55556,1.54,1.87237,1.50871
1.57576,1.54,1.94751,1.49561
1.59596,1.54,2.02456,1.48634
1.61616,1.54,2.10116,1.48091
1.63636,1.54,2.17497,1.4793
1.65657,1.54,1.6738,0.540699
1.67677,1.54,1.7382,0.52135
1.69697,1.54,1.80278,0.50417
1.71717,1.54,1.86751,0.489986
1.73737,1.54,1.93234,0.479451
1.75758,1.54,1.99726,0.473047
1.77778,1.54,2.06224,0.471088
1.79798,1.54,2.12726,0.473712
1.81818,1.54,2.19234,0.480891
1.83838,1.54,2.25746,0.49242
1.85859,1.54,2.32264,0.507928
1.87879,1.54,2.38791,0.52687
1.89899,1.54,2.45327,0.548529
1.91919,1.54,2.51878,0.57202
1.93939,1.54,2.58446,0.596283
1.9596,1.54,2.28499,0.670301
1.9798,1.54,2.29681,0.700724
2,1.54,2.30965,0.733773
0,1.56,4.27001,0.503105
0.020202,1.56,4.17461,0.506076
0.040404,1.56,4.07736,0.511093
0.0606061,1.56,3.97804,0.518676
0.0808081,1.56,3.73942,0.657857
0.10101,1.56,3.59338,0.606362
0.121212,1.56,3.45112,0.571255
0.141414,1.56,3.30952,0.551582
0.161616,1.56,3.16623,0.546363
0.181818,1.56,3.01971,0.554594
0.20202,1.56,2.95358,0.518307
0.222222,1.56,2.79006,0.533309
0.242424,1.56,2.62705,0.561353
0.262626,1.56,2.4647,0.601546
0.282828,1.56,2.30317,0.652756
0.30303,1.56,2.14263,0.713614
0.323232,1.56,1.98328,0.782513
0.343434,1.56,1.82532,0.857607
0.363636,1.56,1.66896,0.936812
0.383838,1.56,1.51444,1.01781
0.40404,1.56,1.36201,1.09803
0.424242,1.56,1.14808,1.68406
0.444444,1.56,1.14838,1.67053
0.464646,1.56,1.16702,1.66024
0.484848,1.56,1.2018,1.65323
0.505051,1.56,1.25066,1.64954
0.525253,1.56,1.31166,1.64919
0.545455,1.56,1.38303,1.65216
0.565657,1.56,1.4631,1.65846
0.585859,1.56,1.55036,1.66806
0.606061,1.56,1.64342,1.6809
0.626263,1.56,1.67987,1.74141
0.646465,1.56,1.75172,1.77775
0.666667,1.56,1.8264,1.81407
0.686869,1.56,1.90334,1.85044
0.707071,1.56,1.98191,1.88692
0.727273,1.56,3.35416,2.92553
0.747475,1.56,3.37531,2.94039
0.767677,1.56,3.39784,2.95804
0.787879,1.56,3.421,2.97834
0.808081,1.56,3.62509,3.03519
0.828283,1.56,3.72176,3.0887
0.848485,1.56,3.81927,3.14709
0.868687,1.56,3.91757,3.21008
0.888889,1.56,4.0166,3.27743
0.909091,1.56,3.85769,3.22835
0.929293,1.56,3.83159,3.2238
0.949495,1.56,3.80557,3.22018
0.969697,1.56,3.77962,3.21749
0.989899,1.56,3.22673,2.53071
1.0101,1.56,3.244,2.57033
1.0303,1.56,3.26153,2.61002
1.05051,1.56,3.45099,3.026
1.07071,1.56,3.39575,3.03724
1.09091,1.56,3.34097,3.04889
1.11111,1.56,3.28664,3.06091
1.13131,1.56,3.26763,3.37284
1.15152,1.56,3.204,3.38137
1.17172,1.56,3.14168,3.39024
1.19192,1.56,3.08075,3.39945
1.21212,1.56,3.02125,3.40898
1.23232,1.56,2.96328,3.41884
1.25253,1.56,2.92846,3.48477
1.27273,1.56,2.82962,3.27341
1.29293,1.56,2.71472,3.16476
1.31313,1.56,2.60379,3.05886
1.33333,1.56,2.49749,2.95537
1.35354,1.56,2.39652,2.85404
1.37374,1.56,2.30156,2.75473
1.39394,1.56,2.21329,2.65735
1.41414,1.56,2.1324,2.56191
1.43434,1.56,2.05954,2.4685
1.45455,1.56,1.99542,2.3773
1.47475,1.56,1.94069,2.28857
1.49495,1.56,1.89604,2.20264
1.51515,1.56,1.86214,2.11995
1.53535,1.56,1.64663,1.58255
1.55556,1.56,1.71588,1.56343
1.57576,1.56,1.78991,1.54815
1.59596,1.56,1.86675,1.53676
1.61616,1.56,1.94438,1.52932
1.63636,1.56,2.0208,1.52582
1.65657,1.56,1.58707,0.5821
1.67677,1.56,1.6527,0.555389
1.69697,1.56,1.71864,0.530468
1.71717,1.56,1.78485,0.508367
1.73737,1.56,1.85127,0.489946
1.75758,1.56,1.91785,0.475891
1.77778,1.56,1.98457,0.466721
1.79798,1.56,2.0514,0.462779
1.81818,1.56,2.11831,0.464241
1.83838,1.56,2.18531,0.471108
1.85859,1.56,2.25237,0.483214
1.87879,1.56,2.31952,0.500218
1.89899,1.56,2.38675,0.52161
1.91919,1.56,2.45409,0.546707
1.93939,1.56,2.52156,0.574656
1.9596,1.56,2.58921,0.604433
1.9798,1.56,2.65707,0.634841
2,1.56,2.36125,0.678241
0,1.58,4.09272,0.487558
0.020202,1.58,3.99431,0.490597
0.040404,1.58,3.89399,0.495537
0.0606061,1.58,3.79158,0.502752
0.0808081,1.58,3.68695,0.512759
0.10101,1.58,3.4564,0.543885
0.121212,1.58,3.29665,0.510501
0.141414,1.58,3.144,0.49384
0.161616,1.58,2.99514,0.492734
0.181818,1.58,2.84758,0.505994
0.20202,1.58,2.69956,0.532404
0.222222,1.58,2.55016,0.570724
0.242424,1.58,2.39921,0.619691
0.262626,1.58,2.35925,0.594815
0.282828,1.58,2.19476,0.656858
0.30303,1.58,2.03166,0.728284
0.323232,1.58,1.87016,0.807257
0.343434,1.58,1.7105,0.891703
0.363636,1.58,1.55294,0.979309
0.383838,1.58,1.39773,1.06753
0.40404,1.58,1.24517,1.15356
0.424242,1.58,1.06291,1.6671
0.444444,1.58,1.08078,1.65518
0.464646,1.58,1.1157,1.64664
0.484848,1.58,1.16564,1.64151
0.505051,1.58,1.2287,1.63981
0.525253,1.58,1.30313,1.64152
0.545455,1.58,1.38729,1.64663
0.565657,1.58,1.47969,1.65512
0.585859,1.58,1.57899,1.66692
0.606061,1.58,1.68395,1.68199
0.626263,1.58,1.7935,1.70025
0.646465,1.58,1.83214,1.77187
0.666667,1.58,1.91406,1.80517
0.686869,1.58,1.99761,1.83856
0.707071,1.58,2.08211,1.87211
0.727273,1.58,3.50137,2.99242
0.747475,1.58,3.52651,3.0111
0.767677,1.58,3.55271,3.03263
0.787879,1.58,3.6981,3.05388
0.808081,1.58,3.7932,3.10768
0.828283,1.58,3.88907,3.16625
0.848485,1.58,3.98566,3.22931
0.868687,1.58,4.08293,3.29663
0.888889,1.58,4.18082,3.36795
0.909091,1.58,4.08667,3.39609
0.929293,1.58,4.06087,3.393
0.949495,1.58,4.03522,3.3909
0.969697,1.58,4.00972,3.38979
0.989899,1.58,3.51744,2.82668
1.0101,1.58,3.53319,2.8673
1.0303,1.58,3.70775,3.18185
1.05051,1.58,3.65093,3.19146
1.07071,1.58,3.59466,3.20172
1.09091,1.58,3.53887,3.2126
1.11111,1.58,3.48349,3.22408
1.13131,1.58,3.42847,3.23613
1.15152,1.58,3.29098,3.41694
1.17172,1.58,3.22595,3.42915
1.19192,1.58,3.1621,3.44182
1.21212,1.58,3.09952,3.45493
1.23232,1.58,3.12173,3.56836
1.25253,1.58,2.94895,3.49933
1.27273,1.58,2.6844,3.15438
1.29293,1.58,2.54418,3.07894
1.31313,1.58,2.62183,3.14288
1.33333,1.58,2.50465,3.03758
1.35354,1.58,2.39254,2.93502
1.37374,1.58,2.28624,2.83496
1.39394,1.58,2.18651,2.73724
1.41414,1.58,2.09411,2.64178
1.43434,1.58,2.00977,2.54859
1.45455,1.58,1.93424,2.45776
1.47475,1.58,1.86828,2.36946
1.49495,1.58,1.81263,2.28395
1.51515,1.58,1.43094,1.65545
1.53535,1.58,1.48934,1.63032
1.55556,1.58,1.55489,1.60899
1.57576,1.58,1.62597,1.59157
1.59596,1.58,1.70092,1.57814
1.61616,1.58,1.77809,1.56876
1.63636,1.58,1.85584,1.56348
1.65657,1.58,1.9325,1.56233
1.67677,1.58,1.55596,0.600222
1.69697,1.58,1.62322,0.567593
1.71717,1.58,1.6909,0.537435
1.73737,1.58,1.75891,0.51081
1.75758,1.58,1.82722,0.488611
1.77778,1.58,1.89576,0.471561
1.79798,1.58,1.9645,0.460209
1.81818,1.58,2.03339,0.454934
1.83838,1.58,2.10243,0.455945
1.85859,1.58,2.17158,0.463277
1.87879,1.58,2.24084,0.476797
1.89899,1.58,2.3102,0.496198
1.91919,1.58,2.37967,0.521003
1.93939,1.58,2.44926,0.550564
1.9596,1.58,2.51899,0.584061
1.9798,1.58,3.08732,0.725577
2,1.58,3.15393,0.754777
0,1.6,3.91221,0.475234
0.020202,1.6,3.80976,0.478575
0.040404,1.6,3.70546,0.483777
0.0606061,1.6,3.59917,0.491073
0.0808081,1.6,3.4908,0.500836
0.10101,1.6,3.38029,0.513582
0.121212,1.6,3.14716,0.453122
0.141414,1.6,2.97755,0.440629
0.161616,1.6,2.81776,0.444627
0.181818,1.6,2.66433,0.463737
0.20202,1.6,2.51456,0.496559
0.222222,1.6,2.36656,0.541666
0.242424,1.6,2.2192,0.597606
0.262626,1.6,2.07216,0.662906
0.282828,1.6,1.92589,0.736063
0.30303,1.6,1.90697,0.750985
0.323232,1.6,1.744,0.840053
0.343434,1.6,1.58339,0.933692
0.363636,1.6,1.42544,1.02936
0.383838,1.6,1.27044,1.12428
0.40404,1.6,1.1187,1.21544
0.424242,1.6,0.99298,1.64925
0.444444,1.6,1.03012,1.63924
0.464646,1.6,1.08255,1.63278
0.484848,1.6,1.14839,1.62986
0.505051,1.6,1.22593,1.63047
0.525253,1.6,1.31355,1.6346
0.545455,1.6,1.40981,1.6422
0.565657,1.6,1.51337,1.65323
0.585859,1.6,1.62305,1.66762
0.606061,1.6,1.73778,1.6853
0.626263,1.6,1.85666,1.70616
0.646465,1.6,1.97889,1.73012
0.666667,1.6,2.00974,1.8087
0.686869,1.6,2.09929,1.83895
0.707071,1.6,2.18901,1.86943
0.727273,1.6,3.6459,3.0667
0.747475,1.6,3.6761,3.08985
0.767677,1.6,3.75555,3.0738
0.787879,1.6,3.84903,3.12778
0.808081,1.6,3.94324,3.18645
0.828283,1.6,4.03813,3.24957
0.848485,1.6,4.13364,3.31688
0.868687,1.6,4.22974,3.38812
0.888889,1.6,4.32639,3.46306
0.909091,1.6,4.29512,3.56877
0.929293,1.6,4.27004,3.56721
0.949495,1.6,4.24521,3.5667
0.969697,1.6,4.22062,3.56723
0.989899,1.6,4.19629,3.56881
1.0101,1.6,3.95325,3.33794
1.0303,1.6,3.89418,3.34482
1.05051,1.6,3.83603,3.3526
1.07071,1.6,3.77865,3.36125
1.09091,1.6,3.72192,3.37077
1.11111,1.6,3.66572,3.38112
1.13131,1.6,3.60997,3.39228
1.15152,1.6,3.37336,3.44501
1.17172,1.6,3.30606,3.45981
1.19192,1.6,3.23978,3.47524
1.21212,1.6,3.17457,3.49126
1.23232,1.6,3.14894,3.57205
1.25253,1.6,2.97202,3.50277
1.27273,1.6,2.66828,3.13778
1.29293,1.6,2.52001,3.06365
1.31313,1.6,2.37819,2.99474
1.33333,1.6,2.52175,3.10927
1.35354,1.6,2.39745,3.00452
1.37374,1.6,2.27869,2.9029
1.39394,1.6,2.1663,2.80414
1.41414,1.6,2.06111,2.70809
1.43434,1.6,1.96393,2.61467
1.45455,1.6,1.87558,2.52389
1.47475,1.6,1.79687,2.43584
1.49495,1.6,1.72862,2.35068
1.51515,1.6,1.28424,1.69614
1.53535,1.6,1.3355,1.6687
1.55556,1.6,1.39448,1.64512
1.57576,1.6,1.45991,1.62553
1.59596,1.6,1.53047,1.61005
1.61616,1.6,1.60486,1.59878
1.63636,1.6,1.6818,1.59179
1.65657,1.6,1.75996,1.58914
1.67677,1.6,1.448,0.653634
1.69697,1.6,1.51653,0.613572
1.71717,1.6,1.58564,0.575453
1.73737,1.6,1.65526,0.540547
1.75758,1.6,1.72531,0.509951
1.77778,1.6,1.79573,0.484591
1.79798,1.6,1.86647,0.465224
1.81818,1.6,1.93747,0.452432
1.83838,1.6,2.0087,0.446629
1.85859,1.6,2.08012,0.448056
1.87879,1.6,2.15171,0.456783
1.89899,1.6,2.22344,0.47271
1.91919,1.6,2.29532,0.495564
1.93939,1.6,2.78682,0.647834
1.9596,1.6,2.85974,0.668811
1.9798,1.6,2.93145,0.694446
2,1.6,3.00389,0.724153
0,1.62,3.72292,0.465279
0.020202,1.62,3.61582,0.469062
0.040404,1.62,3.50705,0.474776
0.0606061,1.62,3.3965,0.482511
0.0808081,1.62,3.28412,0.492496
0.10101,1.62,3.16991,0.505103
0.121212,1.62,3.05388,0.520847
0.141414,1.62,2.8076,0.391587
0.161616,1.62,2.633,0.401574
0.181818,1.62,2.47036,0.427254
0.20202,1.62,2.31604,0.467037
0.222222,1.62,2.16718,0.519313
0.242424,1.62,2.0217,0.582442
0.262626,1.62,1.87832,0.654763
0.282828,1.62,1.73653,0.734589
0.30303,1.62,1.5966,0.82021
0.323232,1.62,1.45961,0.909888
0.343434,1.62,1.44581,0.983501
0.363636,1.62,1.28843,1.08676
0.383838,1.62,1.13466,1.18773
0.40404,1.62,0.984847,1.28317
0.424242,1.62,0.944687,1.63117
0.444444,1.62,1.00264,1.62346
0.464646,1.62,1.07363,1.61945
0.484848,1.62,1.15596,1.61912
0.505051,1.62,1.24807,1.62245
0.525253,1.62,1.34852,1.6294
0.545455,1.62,1.45601,1.63992
0.565657,1.62,1.56939,1.65392
0.585859,1.62,1.68762,1.67134
0.606061,1.62,1.80983,1.69207
0.626263,1.62,1.93525,1.71601
0.646465,1.62,2.06327,1.74303
0.666667,1.62,2.1934,1.77298
0.686869,1.62,2.20886,1.85436
0.707071,1.62,2.30302,1.88167
0.727273,1.62,3.7907,3.14948
0.747475,1.62,3.79707,3.09407
0.767677,1.62,3.889,3.14822
0.787879,1.62,3.98161,3.20704
0.808081,1.62,4.07487,3.27027
0.828283,1.62,4.16873,3.33768
0.848485,1.62,4.26315,3.409
0.868687,1.62,4.3581,3.48401
0.888889,1.62,4.50708,3.74465
0.909091,1.62,4.48295,3.74371
0.929293,1.62,4.45916,3.74389
0.949495,1.62,4.46064,3.76591
0.969697,1.62,4.47857,3.79822
0.989899,1.62,4.49657,3.8314
1.0101,1.62,4.05588,3.41142
1.0303,1.62,3.97016,3.43196
1.05051,1.62,4.00703,3.50833
1.07071,1.62,3.94794,3.51457
1.09091,1.62,3.88983,3.52192
1.11111,1.62,3.83255,3.53035
1.13131,1.62,3.77594,3.53986
1.15152,1.62,3.45109,3.46597
1.17172,1.62,3.38192,3.48252
1.19192,1.62,3.31359,3.4999
1.21212,1.62,3.35909,3.64003
1.23232,1.62,3.17666,3.56478
1.25253,1.62,2.99686,3.49499
1.27273,1.62,2.65794,3.10804
1.29293,1.62,2.50255,3.03502
1.31313,1.62,2.35226,2.9672
1.33333,1.62,2.20834,2.90499
1.35354,1.62,2.41568,3.06384
1.37374,1.62,2.28327,2.95962
1.39394,1.62,2.15695,2.85893
1.41414,1.62,2.03762,2.76153
1.43434,1.62,1.92617,2.66724
1.45455,1.62,1.82348,2.576
1.47475,1.62,1.73045,2.4878
1.49495,1.62,1.12108,1.76111
1.51515,1.62,1.15186,1.72747
1.53535,1.62,1.19207,1.69759
1.55556,1.62,1.24077,1.67166
1.57576,1.62,1.297,1.64984
1.59596,1.62,1.35983,1.63227
1.61616,1.62,1.4283,1.61909
1.63636,1.62,1.50145,1.61039
1.65657,1.62,1.57832,1.60627
1.67677,1.62,1.32888,0.713492
1.69697,1.62,1.39859,0.666508
1.71717,1.62,1.46908,0.620766
1.73737,1.62,1.54028,0.57774
1.75758,1.62,1.61209,0.538732
1.77778,1.62,1.68444,0.504873
1.79798,1.62,1.75724,0.477124
1.81818,1.62,1.83045,0.456273
1.83838,1.62,1.90401,0.442939
1.85859,1.62,1.97786,0.437567
1.87879,1.62,2.05197,0.440434
1.89899,1.62,2.1263,0.451642
1.91919,1.62,2.55348,0.60892
1.93939,1.62,2.6308,0.62189
1.9596,1.62,2.70672,0.641053
1.9798,1.62,2.78296,0.66612
2,1.62,2.86116,0.696577
0,1.64,3.52073,0.456951
0.020202,1.64,3.4088,0.461225
0.040404,1.64,3.29548,0.46761
0.0606061,1.64,3.1807,0.47605
0.0808081,1.64,3.06447,0.486632
0.10101,1.64,2.94681,0.499584
0.121212,1.64,2.82779,0.515276
0.141414,1.64,2.70752,0.53422
0.161616,1.64,2.43955,0.363123
0.181818,1.64,2.26585,0.395986
0.20202,1.64,2.10565,0.443178
0.222222,1.64,1.95515,0.5029
0.242424,1.64,1.81132,0.573328
0.262626,1.64,1.67189,0.652614
0.282828,1.64,1.53543,0.738884
0.30303,1.64,1.40124,0.830241
0.323232,1.64,1.26943,0.924761
0.343434,1.64,1.1409,1.0205
0.363636,1.64,1.01731,1.11548
0.383838,1.64,0.992842,1.25748
0.40404,1.64,0.846193,1.35622
0.424242,1.64,0.925355,1.61366
0.444444,1.64,1.00549,1.60869
0.464646,1.64,1.09594,1.60758
0.484848,1.64,1.19517,1.61031
0.505051,1.64,1.30178,1.61683
0.525253,1.64,1.4145,1.62708
0.545455,1.64,1.53219,1.64099
0.565657,1.64,1.65388,1.65847
0.585859,1.64,1.77868,1.67942
0.606061,1.64,1.90589,1.70373
0.626263,1.64,2.0349,1.73126
0.646465,1.64,2.16527,1.76187
0.666667,1.64,2.29668,1.79541
0.686869,1.64,2.42894,1.83169
0.707071,1.64,2.42465,1.91189
0.727273,1.64,3.82278,3.114
0.747475,1.64,3.91328,3.1684
0.767677,1.64,4.00445,3.22749
0.787879,1.64,4.09625,3.29102
0.808081,1.64,4.18863,3.35873
0.828283,1.64,4.28156,3.43038
0.848485,1.64,4.37501,3.50574
0.868687,1.64,4.46894,3.58456
0.888889,1.64,4.58278,3.82174
0.909091,1.64,4.60015,3.85283
0.929293,1.64,4.61759,3.88476
0.949495,1.64,4.63512,3.91752
0.969697,1.64,4.65273,3.95108
0.989899,1.64,4.67042,3.98543
1.0101,1.64,4.16069,3.46333
1.0303,1.64,4.07588,3.47843
1.05051,1.64,3.99154,3.49601
1.07071,1.64,3.90772,3.51602
1.09091,1.64,4.04408,3.66608
1.11111,1.64,3.98491,3.67163
1.13131,1.64,3.92683,3.67851
1.15152,1.64,3.52484,3.48073
1.17172,1.64,3.4541,3.4981
1.19192,1.64,3.57318,3.70469
1.21212,1.64,3.38818,3.62325
1.23232,1.64,3.20477,3.54699
1.25253,1.64,3.02321,3.47625
1.27273,1.64,2.84385,3.4114
1.29293,1.64,2.49273,2.99333
1.31313,1.64,2.33516,2.92629
1.33333,1.64,2.18247,2.86494
1.35354,1.64,2.03585,2.80966
1.37374,1.64,2.30526,3.00651
1.39394,1.64,2.16366,2.9028
1.41414,1.64,2.02877,2.80307
1.43434,1.64,1.90155,2.70708
1.45455,1.64,1.78295,2.61467
1.47475,1.64,1.02447,1.82585
1.49495,1.64,1.02825,1.78589
1.51515,1.64,1.04265,1.74955
1.53535,1.64,1.06708,1.71705
1.55556,1.64,1.10093,1.68862
1.57576,1.64,1.14362,1.66444
1.59596,1.64,1.19453,1.64469
1.61616,1.64,1.25308,1.62952
1.63636,1.64,1.31864,1.61908
1.65657,1.64,1.39061,1.61347
1.67677,1.64,1.46839,1.61281
1.69697,1.64,1.26944,0.724585
1.71717,1.64,1.34125,0.671796
1.73737,1.64,1.41398,0.62105
1.75758,1.64,1.48754,0.573854
1.77778,1.64,1.56183,0.531545
1.79798,1.64,1.63676,0.495288
1.81818,1.64,1.71226,0.466076
1.83838,1.64,1.78825,0.444732
1.85859,1.64,1.86468,0.431908
1.87879,1.64,2.23379,0.588701
1.89899,1.64,2.31779,0.584678
1.91919,1.64,2.39859,0.587744
1.93939,1.64,2.4779,0.598125
1.9596,1.64,2.55729,0.615825
1.9798,1.64,2.6382,0.640626
2,1.64,2.72195,0.672084
0,1.66,3.30297,0.449622
0.020202,1.66,3.18644,0.454345
0.040404,1.66,3.0689,0.461466
0.0606061,1.66,2.95035,0.470786
0.0808081,1.66,2.83082,0.482248
0.10101,1.66,2.71039,0.495937
0.121212,1.66,2.58917,0.512079
0.141414,1.66,2.46731,0.531042
0.161616,1.66,2.345,0.553336
0.181818,1.66,2.05069,0.36939
0.20202,1.66,1.8848,0.424333
0.222222,1.66,1.73337,0.491676
0.242424,1.66,1.59242,0.56941
0.262626,1.66,1.45874,0.655499
0.282828,1.66,1.32993,0.747884
0.30303,1.66,1.20434,0.84448
0.323232,1.66,1.08112,0.943178
0.343434,1.66,0.960215,1.04185
0.363636,1.66,0.842335,1.13832
0.383838,1.66,0.728983,1.23043
0.40404,1.66,0.622444,1.31595
0.424242,1.66,0.906257,1.19563
0.444444,1.66,1.05098,1.58612
0.464646,1.66,1.15599,1.58314
0.484848,1.66,1.26665,1.58424
0.505051,1.66,1.38191,1.58939
0.525253,1.66,1.50081,1.59854
0.545455,1.66,1.62258,1.61162
0.565657,1.66,1.74653,1.62854
0.585859,1.66,1.87213,1.6492
0.606061,1.66,1.99898,1.67346
0.626263,1.66,2.1268,1.70118
0.646465,1.66,2.25547,1.73218
0.666667,1.66,2.38497,1.76628
0.686869,1.66,2.51542,1.80326
0.707071,1.66,3.20156,2.32847
0.727273,1.66,3.629,3.19847
0.747475,1.66,3.94963,3.16872
0.767677,1.66,4.03624,3.22837
0.787879,1.66,4.12346,3.29231
0.808081,1.66,4.21122,3.36029
0.828283,1.66,4.29951,3.43208
0.848485,1.66,4.3883,3.50745
0.868687,1.66,4.47754,3.58616
0.888889,1.66,4.63222,3.87633
0.909091,1.66,4.68198,3.97284
0.929293,1.66,4.76141,4.02878
0.949495,1.66,4.7787,4.06247
0.969697,1.66,4.79608,4.0969
0.989899,1.66,4.81354,4.13204
1.0101,1.66,4.83108,4.16788
1.0303,1.66,4.16196,3.52305
1.05051,1.66,4.07886,3.53527
1.07071,1.66,3.99617,3.55005
1.09091,1.66,3.91389,3.56734
1.11111,1.66,3.83205,3.58713
1.13131,1.66,4.06482,3.80941
1.15152,1.66,3.59596,3.49078
1.17172,1.66,3.78732,3.76862
1.19192,1.66,3.60182,3.68055
1.21212,1.66,3.41721,3.5974
1.23232,1.66,3.23366,3.5195
1.25253,1.66,3.05137,3.44722
1.27273,1.66,2.87059,3.38092
1.29293,1.66,2.49179,2.93923
1.31313,1.66,2.32817,2.87246
1.33333,1.66,2.16813,2.81151
1.35354,1.66,2.01252,2.7568
1.37374,1.66,1.86249,2.70871
1.39394,1.66,1.7195,2.66757
1.41414,1.66,2.04062,2.83401
1.43434,1.66,1.89606,2.73528
1.45455,1.66,1.7599,2.64078
1.47475,1.66,0.993082,1.84494
1.49495,1.66,0.974289,1.80194
1.51515,1.66,0.966545,1.76264
1.53535,1.66,0.969607,1.7273
1.55556,1.66,0.983228,1.69615
1.57576,1.66,1.00716,1.66943
1.59596,1.66,1.04115,1.64734
1.61616,1.66,1.08494,1.63007
1.63636,1.66,1.13827,1.61778
1.65657,1.66,1.20089,1.61063
1.67677,1.66,1.27253,1.60873
1.69697,1.66,1.12913,0.786065
1.71717,1.66,1.20217,0.727044
1.73737,1.66,1.27638,0.669217
1.75758,1.66,1.35166,0.614298
1.77778,1.66,1.42789,0.563826
1.79798,1.66,1.50497,0.519173
1.81818,1.66,1.58282,0.481536
1.83838,1.66,1.66134,0.451945
1.85859,1.66,1.99162,0.592254
1.87879,1.66,2.07805,0.576611
1.89899,1.66,2.16151,0.56847
1.91919,1.66,2.24351,0.568351
1.93939,1.66,2.32547,0.576553
1.9596,1.66,2.40866,0.593152
1.9798,1.66,2.49421,0.617997
2,1.66,2.58315,0.650718
0,1.68,3.06838,0.442777
0.020202,1.68,2.94789,0.447815
0.040404,1.68,2.8269,0.455647
0.0606061,1.68,2.70544,0.465931
0.0808081,1.68,2.5836,0.478465
0.10101,1.68,2.4615,0.493191
0.121212,1.68,2.33928,0.510191
0.141414,1.68,2.21715,0.529689
0.161616,1.68,2.09534,0.552054
0.181818,1.68,1.9741,0.577792
0.20202,1.68,1.65462,0.409871
0.222222,1.68,1.50446,0.484906
0.242424,1.68,1.36913,0.569848
0.262626,1.68,1.24447,0.662475
0.282828,1.68,1.12712,0.760541
0.30303,1.68,1.01448,0.861776
0.323232,1.68,0.904743,0.963883
0.343434,1.68,0.796892,1.06454
0.363636,1.68,0.690688,1.16141
0.383838,1.68,0.586675,1.25212
0.40404,1.68,0.486184,1.33427
0.424242,1.68,0.915937,1.18465
0.444444,1.68,1.10825,1.55771
0.464646,1.68,1.2196,1.5564
0.484848,1.68,1.33542,1.55957
0.505051,1.68,1.45478,1.56716
0.525253,1.68,1.57688,1.57909
0.545455,1.68,1.70107,1.59524
0.565657,1.68,1.8268,1.6155
0.585859,1.68,1.95369,1.63971
0.606061,1.68,2.08146,1.66771
0.626263,1.68,2.20999,1.6993
0.646465,1.68,2.33926,1.73428
0.666667,1.68,2.46942,1.77242
0.686869,1.68,3.07214,2.24777
0.707071,1.68,3.08607,2.2571
0.727273,1.68,3.54954,3.12256
0.747475,1.68,3.81216,3.2791
0.767677,1.68,4.03707,3.22281
0.787879,1.68,4.12218,3.2903
0.808081,1.68,4.20781,3.3617
0.828283,1.68,4.29392,3.43676
0.848485,1.68,4.38048,3.51526
0.868687,1.68,4.46747,3.59697
0.888889,1.68,4.71745,3.94308
0.909091,1.68,4.76233,4.03371
0.929293,1.68,4.80757,4.1244
0.949495,1.68,4.85315,4.21513
0.969697,1.68,4.90855,4.2337
0.989899,1.68,4.92588,4.26937
1.0101,1.68,4.9433,4.30568
1.0303,1.68,4.22743,3.5642
1.05051,1.68,4.14594,3.571
1.07071,1.68,4.06476,3.58046
1.09091,1.68,3.9839,3.59256
1.11111,1.68,3.90339,3.60728
1.13131,1.68,3.82323,3.62458
1.15152,1.68,3.74347,3.64443
1.17172,1.68,3.81509,3.7402
1.19192,1.68,3.63086,3.64952
1.21212,1.68,3.44724,3.56384
1.23232,1.68,3.2643,3.48353
1.25253,1.68,3.08216,3.40894
1.27273,1.68,2.90099,3.34047
1.29293,1.68,2.50118,2.87371
1.31313,1.68,2.33277,2.80651
1.33333,1.68,2.16688,2.74533
1.35354,1.68,2.00398,2.69062
1.37374,1.68,1.84484,2.64278
