Distance[um],dz[um],Mag_Ey_um,Mag_Ey_um
1.81818,2.52,1.62504,1.03466
1.83838,2.52,1.52518,0.979588
1.85859,2.52,1.42099,0.923522
1.87879,2.52,1.31266,0.866881
1.89899,2.52,1.20041,0.810154
1.91919,2.52,1.08451,0.753901
1.93939,2.52,0.965259,0.698748
1.9596,2.52,0.252209,0.145609
1.9798,2.52,0.128167,0.0733206
2,2.52,0,0
0,2.54,0,0
0.020202,2.54,0.137856,0.0976622
0.040404,2.54,0.270115,0.19515
0.0606061,2.54,0.396788,0.292466
0.0808081,2.54,0.517882,0.389611
0.10101,2.54,0.982522,0.460334
0.121212,2.54,1.078,0.540746
0.141414,2.54,1.17473,0.622201
0.161616,2.54,1.27048,0.703461
0.181818,2.54,1.36336,0.783533
0.20202,2.54,1.45185,0.861667
0.222222,2.54,1.53476,0.937362
0.242424,2.54,1.61128,1.01036
0.262626,2.54,1.68093,1.08064
0.282828,2.54,1.74361,1.14845
0.30303,2.54,1.79955,1.21425
0.323232,2.54,1.84933,1.27878
0.343434,2.54,1.89391,1.34299
0.363636,2.54,1.93458,1.4081
0.383838,2.54,1.97299,1.47557
0.40404,2.54,2.1836,1.55195
0.424242,2.54,2.20207,1.59002
0.444444,2.54,2.2211,1.62483
0.464646,2.54,2.24021,1.65633
0.484848,2.54,2.25898,1.68449
0.505051,2.54,2.2771,1.70932
0.525253,2.54,2.2943,1.73081
0.545455,2.54,2.31042,1.74901
0.565657,2.54,2.54413,1.93749
0.585859,2.54,2.60548,1.98251
0.606061,2.54,2.65979,2.02431
0.626263,2.54,2.70662,2.06301
0.646465,2.54,2.7457,2.09879
0.666667,2.54,2.77689,2.13192
0.686869,2.54,2.80025,2.1627
0.707071,2.54,2.81596,2.19156
0.727273,2.54,2.82439,2.21895
0.747475,2.54,2.82605,2.24541
0.767677,2.54,3.42528,2.70638
0.787879,2.54,3.45788,2.76983
0.808081,2.54,3.46808,2.81375
0.828283,2.54,3.45446,2.83798
0.848485,2.54,3.41593,2.84255
0.868687,2.54,3.38096,2.94835
0.888889,2.54,3.07859,2.71114
0.909091,2.54,2.76945,2.46779
0.929293,2.54,2.45011,2.21846
0.949495,2.54,2.12045,1.96326
0.969697,2.54,1.78361,1.70232
0.989899,2.54,1.44603,1.43572
1.0101,2.54,1.11744,1.16354
1.0303,2.54,0.810829,0.88585
1.05051,2.54,0.542509,0.602675
1.07071,2.54,0.749606,0.673142
1.09091,2.54,0.938653,0.752552
1.11111,2.54,1.12201,0.833039
1.13131,2.54,1.29921,0.913236
1.15152,2.54,1.46991,0.992005
1.17172,2.54,1.63383,1.06844
1.19192,2.54,1.79079,1.14184
1.21212,2.54,1.94071,1.21177
1.23232,2.54,2.08361,1.27798
1.25253,2.54,2.21958,1.34047
1.27273,2.54,2.34883,1.39948
1.29293,2.54,2.47538,1.44941
1.31313,2.54,2.5796,1.49151
1.33333,2.54,2.57312,1.60051
1.35354,2.54,2.61935,1.61059
1.37374,2.54,2.65784,1.61902
1.39394,2.54,2.68855,1.6255
1.41414,2.54,2.71145,1.62977
1.43434,2.54,2.72657,1.63161
1.45455,2.54,2.73396,1.63086
1.47475,2.54,2.73369,1.62739
1.49495,2.54,2.7259,1.62111
1.51515,2.54,2.63139,1.56542
1.53535,2.54,2.60938,1.55566
1.55556,2.54,2.58092,1.54215
1.57576,2.54,2.54606,1.52477
1.59596,2.54,2.50481,1.50345
1.61616,2.54,2.41359,1.48187
1.63636,2.54,2.35739,1.44626
1.65657,2.54,2.29691,1.40914
1.67677,2.54,2.23197,1.3703
1.69697,2.54,2.16245,1.32955
1.71717,2.54,2.08825,1.28681
1.73737,2.54,2.00932,1.24204
1.75758,2.54,1.92564,1.19527
1.77778,2.54,1.83721,1.14662
1.79798,2.54,1.74411,1.09625
1.81818,2.54,1.6464,1.04441
1.83838,2.54,1.54422,0.99141
1.85859,2.54,1.43772,0.937627
1.87879,2.54,1.3271,0.883508
1.89899,2.54,1.21259,0.829568
1.91919,2.54,0.495677,0.284564
1.93939,2.54,0.377963,0.214996
1.9596,2.54,0.256115,0.144386
1.9798,2.54,0.130128,0.0727236
2,2.54,0,0
0,2.56,0,0
0.020202,2.56,0.136649,0.0975059
0.040404,2.56,0.267797,0.194846
0.0606061,2.56,0.393453,0.292021
0.0808081,2.56,0.850957,0.35825
0.10101,2.56,0.942855,0.432035
0.121212,2.56,1.03933,0.509298
0.141414,2.56,1.13769,0.588422
0.161616,2.56,1.23556,0.668036
0.181818,2.56,1.33095,0.747012
0.20202,2.56,1.42221,0.824469
0.222222,2.56,1.50805,0.899771
0.242424,2.56,1.58752,0.972525
0.262626,2.56,1.66004,1.04259
0.282828,2.56,1.72537,1.11005
0.30303,2.56,1.78364,1.17526
0.323232,2.56,1.83531,1.23882
0.343434,2.56,1.88121,1.30154
0.363636,2.56,1.92251,1.36451
0.383838,2.56,1.96076,1.42905
0.40404,2.56,1.99782,1.49674
0.424242,2.56,2.22096,1.56458
0.444444,2.56,2.23994,1.59762
0.464646,2.56,2.25906,1.62747
0.484848,2.56,2.27789,1.6541
0.505051,2.56,2.29611,1.67749
0.525253,2.56,2.31345,1.69765
0.545455,2.56,2.51488,1.86879
0.565657,2.56,2.58419,1.9173
0.585859,2.56,2.64711,1.96259
0.606061,2.56,2.70299,2.00468
0.626263,2.56,2.75136,2.04365
0.646465,2.56,2.79191,2.07964
0.666667,2.56,2.82448,2.11287
0.686869,2.56,2.84907,2.14365
0.707071,2.56,2.86586,2.17234
0.727273,2.56,2.87517,2.19939
0.747475,2.56,2.87748,2.22529
0.767677,2.56,2.87344,2.25065
0.787879,2.56,3.2755,2.60208
0.808081,2.56,3.28657,2.64723
0.828283,2.56,3.27541,2.67339
0.848485,2.56,3.35828,2.89979
0.868687,2.56,3.06975,2.68075
0.888889,2.56,2.77876,2.45563
0.909091,2.56,2.47925,2.22441
0.929293,2.56,2.16845,1.98707
0.949495,2.56,1.84689,1.74355
0.969697,2.56,1.51837,1.49378
0.989899,2.56,1.18998,1.23767
1.0101,2.56,0.26337,0.161712
1.0303,2.56,0.380233,0.147383
1.05051,2.56,0.712859,0.328268
1.07071,2.56,0.730501,0.618302
1.09091,2.56,0.917198,0.696185
1.11111,2.56,1.09803,0.774891
1.13131,2.56,1.27256,0.853082
1.15152,2.56,1.44045,0.929648
1.17172,2.56,1.60144,1.00371
1.19192,2.56,1.75539,1.07461
1.21212,2.56,1.90223,1.14191
1.23232,2.56,2.04199,1.20542
1.25253,2.56,2.17479,1.26517
1.27273,2.56,2.30084,1.3214
1.29293,2.56,2.42356,1.36884
1.31313,2.56,2.52592,1.41029
1.33333,2.56,2.62093,1.45141
1.35354,2.56,2.67198,1.59953
1.37374,2.56,2.70926,1.6086
1.39394,2.56,2.73866,1.61571
1.41414,2.56,2.76018,1.62061
1.43434,2.56,2.77384,1.62309
1.45455,2.56,2.77971,1.623
1.47475,2.56,2.77786,1.62022
1.49495,2.56,2.76843,1.61467
1.51515,2.56,2.67979,1.55722
1.53535,2.56,2.65603,1.54849
1.55556,2.56,2.62584,1.53604
1.57576,2.56,2.58922,1.51977
1.59596,2.56,2.54623,1.4996
1.61616,2.56,2.45806,1.47846
1.63636,2.56,2.39963,1.44415
1.65657,2.56,2.33688,1.40832
1.67677,2.56,2.26966,1.37076
1.69697,2.56,2.19783,1.33132
1.71717,2.56,2.1213,1.28993
1.73737,2.56,2.04004,1.24659
1.75758,2.56,1.95401,1.20135
1.77778,2.56,1.86325,1.15435
1.79798,2.56,1.7678,1.10579
1.81818,2.56,1.66776,1.05593
1.83838,2.56,1.56326,1.0051
1.85859,2.56,1.45446,0.953715
1.87879,2.56,0.730474,0.416992
1.89899,2.56,0.619095,0.350155
1.91919,2.56,0.503575,0.282266
1.93939,2.56,0.383908,0.213315
1.9596,2.56,0.260093,0.143294
1.9798,2.56,0.132124,0.0721914
2,2.56,0,0
0,2.58,0,0
0.020202,2.58,0.135598,0.0973759
0.040404,2.58,0.265796,0.194594
0.0606061,2.58,0.729101,0.274705
0.0808081,2.58,0.812454,0.337261
0.10101,2.58,0.904355,0.406316
0.121212,2.58,1.00163,0.479875
0.141414,2.58,1.10144,0.556187
0.161616,2.58,1.20132,0.633748
0.181818,2.58,1.29915,0.711296
0.20202,2.58,1.39317,0.787817
0.222222,2.58,1.48195,0.862541
0.242424,2.58,1.56445,0.934942
0.262626,2.58,1.63995,1.00474
0.282828,2.58,1.7081,1.0719
0.30303,2.58,1.7689,1.13664
0.323232,2.58,1.82271,1.1994
0.343434,2.58,1.87022,1.26089
0.363636,2.58,1.91251,1.32205
0.383838,2.58,1.95098,1.38408
0.40404,2.58,1.9874,1.44841
0.424242,2.58,2.23996,1.54148
0.444444,2.58,2.2589,1.57259
0.464646,2.58,2.27803,1.60066
0.484848,2.58,2.29693,1.62563
0.505051,2.58,2.31525,1.64747
0.525253,2.58,2.33273,1.66619
0.545455,2.58,2.55356,1.84984
0.565657,2.58,2.62444,1.89854
0.585859,2.58,2.68895,1.94408
0.606061,2.58,2.74644,1.98643
0.626263,2.58,2.79639,2.02564
0.646465,2.58,2.83846,2.06182
0.666667,2.58,2.87245,2.09518
0.686869,2.58,2.89835,2.12597
0.707071,2.58,2.91628,2.15453
0.727273,2.58,2.92653,2.18127
0.747475,2.58,2.92957,2.20667
0.767677,2.58,2.926,2.23128
0.787879,2.58,2.91659,2.25573
0.808081,2.58,3.10947,2.48691
0.828283,2.58,3.09964,2.51405
0.848485,2.58,3.04193,2.63171
0.868687,2.58,2.76651,2.4258
0.888889,2.58,2.48634,2.21416
0.909091,2.58,2.19602,1.99658
0.929293,2.58,1.89343,1.77285
0.949495,2.58,0.668346,0.560063
0.969697,2.58,0.461697,0.404156
0.989899,2.58,0.3156,0.267862
1.0101,2.58,0.275878,0.17239
1.0303,2.58,0.398913,0.144081
1.05051,2.58,0.70053,0.303723
1.07071,2.58,0.924799,0.400581
1.09091,2.58,0.89892,0.641102
1.11111,2.58,1.07694,0.718005
1.13131,2.58,1.24854,0.794179
1.15152,2.58,1.41339,0.868545
1.17172,2.58,1.57127,0.940249
1.19192,2.58,1.72203,1.00866
1.21212,2.58,1.86564,1.07339
1.23232,2.58,2.00214,1.13425
1.25253,2.58,2.13168,1.19131
1.27273,2.58,2.25449,1.24484
1.29293,2.58,2.3733,1.28987
1.31313,2.58,2.4737,1.33092
1.33333,2.58,2.56666,1.37146
1.35354,2.58,2.65216,1.41125
1.37374,2.58,2.73019,1.45004
1.39394,2.58,2.78896,1.60712
1.41414,2.58,2.80906,1.61269
1.43434,2.58,2.82124,1.61587
1.45455,2.58,2.82556,1.6165
1.47475,2.58,2.82211,1.61446
1.49495,2.58,2.81103,1.6097
1.51515,2.58,2.79246,1.60219
1.53535,2.58,2.70274,1.5424
1.55556,2.58,2.67079,1.53108
1.57576,2.58,2.63242,1.51597
1.59596,2.58,2.58769,1.49702
1.61616,2.58,2.50257,1.47617
1.63636,2.58,2.4419,1.44319
1.65657,2.58,2.37688,1.40868
1.67677,2.58,2.30736,1.37244
1.69697,2.58,2.23321,1.33436
1.71717,2.58,2.15436,1.29439
1.73737,2.58,2.07076,1.25255
1.75758,2.58,1.98239,1.20892
1.77778,2.58,1.88928,1.16365
1.79798,2.58,1.7915,1.11698
1.81818,2.58,1.68913,1.06919
1.83838,2.58,0.956671,0.543035
1.85859,2.58,0.851636,0.478941
1.87879,2.58,0.74245,0.413782
1.89899,2.58,0.629111,0.34755
1.91919,2.58,0.511615,0.280237
1.93939,2.58,0.389959,0.211834
1.9596,2.58,0.26414,0.142332
1.9798,2.58,0.134155,0.071724
2,2.58,0,0
0,2.6,0,0
0.020202,2.6,0.134708,0.0972726
0.040404,2.6,0.624447,0.218182
0.0606061,2.6,0.693425,0.263998
0.0808081,2.6,0.775554,0.31992
0.10101,2.6,0.867184,0.383574
0.121212,2.6,0.965016,0.452832
0.141414,2.6,1.06611,0.525809
0.161616,2.6,1.16786,0.600867
0.181818,2.6,1.26804,0.676613
0.20202,2.6,1.36477,0.751897
0.222222,2.6,1.4565,0.825816
0.242424,2.6,1.54207,0.897712
0.262626,2.6,1.62065,0.967171
0.282828,2.6,1.69175,1.03402
0.30303,2.6,1.75528,1.09835
0.323232,2.6,1.81145,1.16047
0.343434,2.6,1.86087,1.22095
0.363636,2.6,1.90446,1.2806
0.383838,2.6,1.94353,1.34047
0.40404,2.6,1.97972,1.40188
0.424242,2.6,2.01503,1.46637
0.444444,2.6,2.27798,1.54987
0.464646,2.6,2.29712,1.57601
0.484848,2.6,2.31608,1.59918
0.505051,2.6,2.33451,1.61936
0.525253,2.6,2.35214,1.63651
0.545455,2.6,2.5924,1.83243
0.565657,2.6,2.66486,1.88128
0.585859,2.6,2.731,1.92701
0.606061,2.6,2.79013,1.96959
0.626263,2.6,2.8417,2.00902
0.646465,2.6,2.88533,2.04539
0.666667,2.6,2.9208,2.07887
0.686869,2.6,2.94805,2.10968
0.707071,2.6,2.96719,2.13813
0.727273,2.6,2.97846,2.16461
0.747475,2.6,2.9823,2.18955
0.767677,2.6,2.97928,2.21348
0.787879,2.6,2.97014,2.237
0.808081,2.6,2.93745,2.33392
0.828283,2.6,2.92771,2.36095
0.848485,2.6,2.7365,2.37886
0.868687,2.6,2.47356,2.18769
0.888889,2.6,2.20369,1.99125
0.909091,2.6,1.09941,0.842229
0.929293,2.6,0.875406,0.702358
0.949495,2.6,0.653237,0.553973
0.969697,2.6,0.456629,0.405984
0.989899,2.6,0.319864,0.272436
1.0101,2.6,0.28778,0.172505
1.0303,2.6,0.415775,0.130504
1.05051,2.6,0.688978,0.270714
1.07071,2.6,0.907174,0.373865
1.09091,2.6,1.12083,0.465479
1.11111,2.6,1.05886,0.662426
1.13131,2.6,1.22727,0.736597
1.15152,2.6,1.38886,0.808786
1.17172,2.6,1.54341,0.87817
1.19192,2.6,1.69082,0.94415
1.21212,2.6,1.83105,1.00636
1.23232,2.6,1.96418,1.06464
1.25253,2.6,2.09037,1.11909
1.27273,2.6,2.20988,1.17002
1.29293,2.6,2.3247,1.21271
1.31313,2.6,2.42304,1.25358
1.33333,2.6,2.51387,1.29378
1.35354,2.6,2.59717,1.33307
1.37374,2.6,2.67292,1.37123
1.39394,2.6,2.74114,1.40806
1.41414,2.6,2.80183,1.44337
1.43434,2.6,2.86877,1.60996
1.45455,2.6,2.87151,1.61135
1.47475,2.6,2.86643,1.61012
1.49495,2.6,2.85367,1.60621
1.51515,2.6,2.83339,1.59959
1.53535,2.6,2.74948,1.53741
1.55556,2.6,2.71578,1.52726
1.57576,2.6,2.67566,1.51339
1.59596,2.6,2.60583,1.5053
1.61616,2.6,2.5471,1.475
1.63636,2.6,2.48418,1.44339
1.65657,2.6,2.41689,1.41022
1.67677,2.6,2.34507,1.37535
1.69697,2.6,2.26861,1.33868
1.71717,2.6,2.18743,1.30018
1.73737,2.6,2.10149,1.2599
1.75758,2.6,2.01077,1.21795
1.77778,2.6,1.91532,1.17451
1.79798,2.6,1.17435,0.662855
1.81818,2.6,1.07566,0.60151
1.83838,2.6,0.972818,0.539089
1.85859,2.6,0.865812,0.475582
1.87879,2.6,0.754641,0.410984
1.89899,2.6,0.639302,0.345284
1.91919,2.6,0.519794,0.278476
1.93939,2.6,0.396113,0.210551
1.9596,2.6,0.268255,0.141502
1.9798,2.6,0.136219,0.0713211
2,2.6,0,0
0,2.62,0,0
0.020202,2.62,0.545683,0.198581
0.040404,2.62,0.593586,0.221236
0.0606061,2.62,0.659881,0.258189
0.0808081,2.62,0.740445,0.30669
0.10101,2.62,0.831508,0.36423
0.121212,2.62,0.929653,0.428548
0.141414,2.62,1.03182,0.497625
0.161616,2.62,1.13529,0.56969
0.181818,2.62,1.23771,0.643216
0.20202,2.62,1.33708,0.716921
0.222222,2.62,1.43175,0.789767
0.242424,2.62,1.52041,0.860962
0.262626,2.62,1.60213,0.92996
0.282828,2.62,1.67632,0.99646
0.30303,2.62,1.74273,1.0604
0.323232,2.62,1.80149,1.12198
0.343434,2.62,1.85306,1.18162
0.363636,2.62,1.89826,1.24
0.383838,2.62,1.93828,1.29806
0.40404,2.62,1.97463,1.35694
0.424242,2.62,2.00921,1.41808
0.444444,2.62,2.29716,1.52955
0.464646,2.62,2.31632,1.55362
0.484848,2.62,2.33535,1.57486
0.505051,2.62,2.35389,1.59323
0.525253,2.62,2.55195,1.76482
0.545455,2.62,2.63138,1.81662
0.565657,2.62,2.70544,1.86554
0.585859,2.62,2.77324,1.91143
0.606061,2.62,2.83403,1.9542
0.626263,2.62,2.88726,1.99382
0.646465,2.62,2.9325,2.03037
0.666667,2.62,2.96951,2.06397
0.686869,2.62,2.99817,2.09481
0.707071,2.62,3.01858,2.12319
0.727273,2.62,3.03094,2.14943
0.747475,2.62,3.03565,2.17396
0.767677,2.62,3.03326,2.19727
0.787879,2.62,3.02447,2.21992
0.808081,2.62,3.01016,2.24254
0.828283,2.62,2.69417,2.31627
0.848485,2.62,1.66362,1.15243
0.868687,2.62,1.47008,1.0403
0.888889,2.62,1.27457,0.929182
0.909091,2.62,1.06818,0.810561
0.929293,2.62,0.852511,0.681044
0.949495,2.62,0.639756,0.542377
0.969697,2.62,0.45265,0.401438
0.989899,2.62,0.324489,0.27024
1.0101,2.62,0.299125,0.16593
1.0303,2.62,0.430971,0.11079
1.05051,2.62,0.678492,0.233291
1.07071,2.62,0.890097,0.337792
1.09091,2.62,1.09789,0.43648
1.11111,2.62,1.30097,0.521995
1.13131,2.62,1.20885,0.680532
1.15152,2.62,1.36695,0.750592
1.17172,2.62,1.51798,0.817715
1.19192,2.62,1.66186,0.881332
1.21212,2.62,1.79857,0.9411
1.23232,2.62,1.92822,0.996905
1.25253,2.62,2.05098,1.04886
1.27273,2.62,2.16713,1.0973
1.29293,2.62,2.27789,1.13769
1.31313,2.62,2.37407,1.1786
1.33333,2.62,2.46267,1.21868
1.35354,2.62,2.54368,1.2577
1.37374,2.62,2.6171,1.29546
1.39394,2.62,2.68293,1.33176
1.41414,2.62,2.74121,1.36643
1.43434,2.62,2.79195,1.3993
1.45455,2.62,2.91755,1.60758
1.47475,2.62,2.91083,1.60721
1.49495,2.62,2.89637,1.6042
1.51515,2.62,2.87435,1.59855
1.53535,2.62,2.84499,1.59031
1.55556,2.62,2.76081,1.52461
1.57576,2.62,2.71894,1.51202
1.59596,2.62,2.6526,1.50385
1.61616,2.62,2.59165,1.47496
1.63636,2.62,2.52648,1.44473
1.65657,2.62,2.45691,1.41295
1.67677,2.62,2.38279,1.37949
1.69697,2.62,2.30401,1.34427
1.71717,2.62,2.2205,1.3073
1.73737,2.62,2.13222,1.26865
1.75758,2.62,1.38359,0.776627
1.77778,2.62,1.29126,0.718039
1.79798,2.62,1.19476,0.658361
1.81818,2.62,1.09409,0.597585
1.83838,2.62,0.989249,0.535703
1.85859,2.62,0.880232,0.47271
1.87879,2.62,0.767037,0.408597
1.89899,2.62,0.649663,0.343356
1.91919,2.62,0.528106,0.276982
1.93939,2.62,0.402365,0.209467
1.9596,2.62,0.272435,0.140803
1.9798,2.62,0.138315,0.0709827
2,2.62,0,0
0,2.64,0,0
0.020202,2.64,0.521952,0.219382
0.040404,2.64,0.565482,0.230623
0.0606061,2.64,0.628686,0.257811
0.0808081,2.64,0.707322,0.298062
0.10101,2.64,0.797502,0.348733
0.121212,2.64,0.895689,0.407429
0.141414,2.64,0.998702,0.471999
0.161616,2.64,1.10371,0.540538
0.181818,2.64,1.20824,0.611386
0.20202,2.64,1.31017,0.683126
0.222222,2.64,1.40772,0.754588
0.242424,2.64,1.49949,0.824846
0.262626,2.64,1.58441,0.893221
0.282828,2.64,1.66178,0.959277
0.30303,2.64,1.73122,1.02282
0.323232,2.64,1.79275,1.08392
0.343434,2.64,1.84671,1.14285
0.363636,2.64,1.89381,1.20018
0.383838,2.64,1.9351,1.25669
0.40404,2.64,1.972,1.31341
0.424242,2.64,2.00626,1.37163
0.444444,2.64,2.04001,1.43287
0.464646,2.64,2.33563,1.5336
0.484848,2.64,2.35473,1.55277
0.505051,2.64,2.37339,1.56921
0.525253,2.64,2.58953,1.75075
0.545455,2.64,2.67049,1.80246
0.565657,2.64,2.74617,1.85139
0.585859,2.64,2.81565,1.89738
0.606061,2.64,2.87815,1.94029
0.626263,2.64,2.93308,1.98009
0.646465,2.64,2.97997,2.01679
0.666667,2.64,3.01855,2.05051
0.686869,2.64,3.04869,2.0814
0.707071,2.64,3.07042,2.10971
0.727273,2.64,3.08394,2.13575
0.747475,2.64,3.08961,2.15991
0.767677,2.64,3.08792,2.18265
0.787879,2.64,1.97352,1.37146
0.808081,2.64,1.88012,1.34539
0.828283,2.64,1.83853,1.33921
0.848485,2.64,1.62433,1.11332
0.868687,2.64,1.43052,0.998293
0.888889,2.64,1.23858,0.890215
0.909091,2.64,1.0386,0.778529
0.929293,2.64,0.831224,0.657816
0.949495,2.64,0.627639,0.527789
0.969697,2.64,0.449602,0.393296
0.989899,2.64,0.329421,0.26432
1.0101,2.64,0.309966,0.155976
1.0303,2.64,0.444664,0.088516
1.05051,2.64,0.669307,0.19494
1.07071,2.64,0.87387,0.296572
1.09091,2.64,1.07533,0.397492
1.11111,2.64,1.27269,0.490652
1.13131,2.64,1.46528,0.569518
1.15152,2.64,1.34777,0.694313
1.17172,2.64,1.49509,0.759256
1.19192,2.64,1.63526,0.820603
1.21212,2.64,1.76832,0.87804
1.23232,2.64,1.89437,0.931481
1.25253,2.64,2.01361,0.981066
1.27273,2.64,2.12634,1.02716
1.29293,2.64,2.23298,1.06529
1.31313,2.64,2.32688,1.10645
1.33333,2.64,2.41316,1.14661
1.35354,2.64,2.49181,1.18558
1.37374,2.64,2.56283,1.22315
1.39394,2.64,2.62623,1.25914
1.41414,2.64,2.68205,1.2934
1.43434,2.64,2.73031,1.32577
1.45455,2.64,2.77107,1.35612
1.47475,2.64,2.80438,1.38434
1.49495,2.64,2.93911,1.60369
1.51515,2.64,2.91534,1.59907
1.53535,2.64,2.88419,1.59193
1.55556,2.64,2.80587,1.52311
1.57576,2.64,2.76224,1.51187
1.59596,2.64,2.69941,1.50349
1.61616,2.64,2.63623,1.47603
1.63636,2.64,2.5688,1.44721
1.65657,2.64,2.49695,1.41685
1.67677,2.64,2.42052,1.38483
1.69697,2.64,2.33942,1.35112
1.71717,2.64,1.5845,0.884548
1.73737,2.64,1.49852,0.828721
1.75758,2.64,1.40837,0.771789
1.77778,2.64,1.31404,0.713746
1.79798,2.64,1.21553,0.654584
1.81818,2.64,1.11283,0.594297
1.83838,2.64,1.00595,0.532879
1.85859,2.64,0.894887,0.470322
1.87879,2.64,0.779632,0.40662
1.89899,2.64,0.660187,0.341767
1.91919,2.64,0.536548,0.275756
1.93939,2.64,0.408712,0.20858
1.9596,2.64,0.276677,0.140233
1.9798,2.64,0.140441,0.0707087
2,2.64,0,0
0,2.66,0,0
0.020202,2.66,0.577494,0.231221
0.040404,2.66,0.630329,0.264082
0.0606061,2.66,0.694625,0.297636
0.0808081,2.66,0.768014,0.331795
0.10101,2.66,0.848298,0.366477
0.121212,2.66,0.863283,0.389906
0.141414,2.66,0.9669,0.449321
0.161616,2.66,1.07325,0.513759
0.181818,2.66,1.17973,0.581427
0.20202,2.66,1.28411,0.650776
0.222222,2.66,1.3845,0.720501
0.242424,2.66,1.47936,0.789544
0.262626,2.66,1.56751,0.857091
0.282828,2.66,1.64812,0.922573
0.30303,2.66,1.72072,0.985666
0.323232,2.66,1.78519,1.04629
0.343434,2.66,1.84176,1.10462
0.363636,2.66,1.89101,1.16105
0.383838,2.66,1.93389,1.21626
0.40404,2.66,1.97168,1.27113
0.424242,2.66,2.00603,1.32681
0.444444,2.66,2.03893,1.38471
0.464646,2.66,2.35506,1.51606
0.484848,2.66,2.37423,1.53301
0.505051,2.66,2.393,1.54738
0.525253,2.66,2.62722,1.73846
0.545455,2.66,2.70973,1.78999
0.565657,2.66,2.78705,1.83888
0.585859,2.66,2.85823,1.8849
0.606061,2.66,2.92247,1.92792
0.626263,2.66,2.97912,1.96786
0.646465,2.66,3.02771,2.0047
0.666667,2.66,3.06792,2.03852
0.686869,2.66,3.09959,2.06946
0.707071,2.66,3.12271,2.09772
0.727273,2.66,2.14334,1.36429
0.747475,2.66,2.07035,1.34566
0.767677,2.66,1.99131,1.32487
0.787879,2.66,1.90673,1.30217
0.808081,2.66,1.81718,1.27782
0.828283,2.66,1.7688,1.26279
0.848485,2.66,1.58494,1.08196
0.868687,2.66,1.39147,0.961337
0.888889,2.66,1.20353,0.854062
0.909091,2.66,1.01021,0.747552
0.929293,2.66,0.811174,0.634357
0.949495,2.66,0.616623,0.512159
0.969697,2.66,0.447327,0.383775
0.989899,2.66,0.334612,0.257158
1.0101,2.66,0.320361,0.145392
1.0303,2.66,0.457015,0.0666966
1.05051,2.66,0.661613,0.158581
1.07071,2.66,0.858745,0.253851
1.09091,2.66,1.05347,0.352887
1.11111,2.66,1.24468,0.448948
1.13131,2.66,1.43162,0.535815
1.15152,2.66,1.61383,0.607783
1.17172,2.66,1.47484,0.703297
1.19192,2.66,1.61115,0.762489
1.21212,2.66,1.74041,0.817722
1.23232,2.66,1.86274,0.868939
1.25253,2.66,1.97837,0.916308
1.27273,2.66,2.08762,0.960226
1.29293,2.66,2.19008,0.996132
1.31313,2.66,2.28161,1.03772
1.33333,2.66,2.36547,1.07817
1.35354,2.66,2.44167,1.11728
1.37374,2.66,2.51022,1.15486
1.39394,2.66,2.57114,1.19076
1.41414,2.66,2.62446,1.22482
1.43434,2.66,2.67021,1.2569
1.45455,2.66,2.70846,1.28689
1.47475,2.66,2.73927,1.31468
1.49495,2.66,2.76271,1.34019
1.51515,2.66,2.77886,1.36335
1.53535,2.66,2.92341,1.59518
1.55556,2.66,2.88332,1.58684
1.57576,2.66,2.80558,1.51295
1.59596,2.66,2.74624,1.50423
1.61616,2.66,2.68083,1.47821
1.63636,2.66,2.61114,1.45082
1.65657,2.66,2.537,1.42191
1.67677,2.66,1.77716,0.986827
1.69697,2.66,1.69754,0.933764
1.71717,2.66,1.61373,0.879581
1.73737,2.66,1.52574,0.824271
1.75758,2.66,1.43356,0.767829
1.77778,2.66,1.33719,0.710248
1.79798,2.66,1.23663,0.651522
1.81818,2.66,1.13187,0.591646
1.83838,2.66,1.02292,0.530613
1.85859,2.66,0.909769,0.468418
1.87879,2.66,0.792419,0.405054
1.89899,2.66,0.670868,0.340515
1.91919,2.66,0.545112,0.274796
1.93939,2.66,0.41515,0.207891
1.9596,2.66,0.280979,0.139794
1.9798,2.66,0.142597,0.0704989
2,2.66,0,0
0,2.68,0,0
0.020202,2.68,0.0763112,0.0135905
0.040404,2.68,0.563044,0.245008
0.0606061,2.68,0.62913,0.276917
0.0808081,2.68,0.704169,0.309595
0.10101,2.68,0.785977,0.342947
0.121212,2.68,0.872541,0.376885
0.141414,2.68,0.962011,0.411334
0.161616,2.68,1.05271,0.446223
0.181818,2.68,1.14311,0.481493
0.20202,2.68,1.23186,0.517093
0.222222,2.68,1.3178,0.552981
0.242424,2.68,1.46004,0.755259
0.262626,2.68,1.55143,0.821731
0.282828,2.68,1.63535,0.886467
0.30303,2.68,1.71121,0.949009
0.323232,2.68,1.77877,1.00915
0.343434,2.68,1.83814,1.06691
0.363636,2.68,1.88979,1.12258
0.383838,2.68,1.93454,1.17667
0.40404,2.68,1.97355,1.22996
0.424242,2.68,2.00836,1.28346
0.444444,2.68,2.04085,1.33843
0.464646,2.68,2.07325,1.39637
0.484848,2.68,2.39383,1.51569
0.505051,2.68,2.41273,1.52785
0.525253,2.68,2.66502,1.72801
0.545455,2.68,2.74908,1.77927
0.565657,2.68,2.82806,1.82803
0.585859,2.68,2.90097,1.87405
0.606061,2.68,2.96697,1.91712
