Distance[um],dz[um],Mag_Ez_um,Mag_Ez_um_1
1.37374,2.56,2.40592,1.46804
1.39394,2.56,2.29525,1.3996
1.41414,2.56,2.18008,1.32216
1.43434,2.56,2.06363,1.23559
1.45455,2.56,1.94968,1.13991
1.47475,2.56,1.84251,1.03524
1.49495,2.56,1.74696,0.921816
1.51515,2.56,1.98254,0.824085
1.53535,2.56,1.82328,0.761963
1.55556,2.56,1.6684,0.698126
1.57576,2.56,1.52075,0.632728
1.59596,2.56,1.38379,0.565941
1.61616,2.56,0.9379,0.635578
1.63636,2.56,0.849909,0.615488
1.65657,2.56,0.75333,0.595953
1.67677,2.56,0.655472,0.57701
1.69697,2.56,0.562844,0.558699
1.71717,2.56,0.481149,0.541059
1.73737,2.56,0.415285,0.52413
1.75758,2.56,0.369348,0.507951
1.77778,2.56,0.346627,0.492562
1.79798,2.56,0.349608,0.478004
1.81818,2.56,0.379974,0.464316
1.83838,2.56,0.438602,0.451539
1.85859,2.56,0.525565,0.439712
1.87879,2.56,0.181604,0.497729
1.89899,2.56,0.169073,0.51628
1.91919,2.56,0.19274,0.535138
1.93939,2.56,0.256683,0.554277
1.9596,2.56,0.364867,0.573682
1.9798,2.56,0.521144,0.593351
2,2.56,0.729251,0.613294
0,2.58,1.23264,0.134328
0.020202,2.58,0.920491,0.116019
0.040404,2.58,0.673245,0.106227
0.0606061,2.58,0.684798,0.159401
0.0808081,2.58,0.549399,0.139436
0.10101,2.58,0.438062,0.128646
0.121212,2.58,0.354424,0.126952
0.141414,2.58,0.301009,0.134135
0.161616,2.58,0.279231,0.149836
0.181818,2.58,0.289391,0.173555
0.20202,2.58,0.330679,0.204652
0.222222,2.58,0.401171,0.242348
0.242424,2.58,0.497834,0.285723
0.262626,2.58,0.616521,0.333716
0.282828,2.58,0.751975,0.385127
0.30303,2.58,0.897826,0.438615
0.323232,2.58,1.04659,0.492699
0.343434,2.58,1.18968,0.545758
0.363636,2.58,1.31739,0.596032
0.383838,2.58,1.41889,0.641618
0.40404,2.58,1.48227,0.680475
0.424242,2.58,1.66107,0.769763
0.444444,2.58,1.78921,0.896315
0.464646,2.58,1.92863,1.02046
0.484848,2.58,2.07665,1.14231
0.505051,2.58,2.23102,1.262
0.525253,2.58,2.38984,1.37972
0.545455,2.58,1.8947,1.29122
0.565657,2.58,1.9661,1.40794
0.585859,2.58,2.03893,1.51411
0.606061,2.58,2.11102,1.60874
0.626263,2.58,2.1803,1.69116
0.646465,2.58,2.24471,1.76106
0.666667,2.58,2.30227,1.8184
0.686869,2.58,2.35104,1.86352
0.707071,2.58,2.38911,1.89704
0.727273,2.58,2.41466,1.91994
0.747475,2.58,2.42588,1.9335
0.767677,2.58,2.42103,1.93934
0.787879,2.58,2.39843,1.9394
0.808081,2.58,2.55914,2.18079
0.828283,2.58,2.65073,2.33735
0.848485,2.58,2.33894,1.44779
0.868687,2.58,2.01516,1.32378
0.888889,2.58,1.67409,1.1981
0.909091,2.58,1.31998,1.06646
0.929293,2.58,0.970082,0.927561
0.949495,2.58,0.505964,0.579902
0.969697,2.58,0.355136,0.370325
0.989899,2.58,0.302027,0.217071
1.0101,2.58,0.394189,0.174309
1.0303,2.58,0.687909,0.308903
1.05051,2.58,1.13835,0.534714
1.07071,2.58,1.34488,0.68301
1.09091,2.58,1.52218,0.833898
1.11111,2.58,1.75642,1.00533
1.13131,2.58,1.96514,1.15749
1.15152,2.58,2.14808,1.28973
1.17172,2.58,2.30516,1.4015
1.19192,2.58,2.43647,1.49241
1.21212,2.58,2.54229,1.56216
1.23232,2.58,2.62305,1.61061
1.25253,2.58,2.67937,1.63772
1.27273,2.58,2.71205,1.64357
1.29293,2.58,2.49282,1.50978
1.31313,2.58,2.43421,1.46589
1.33333,2.58,2.36788,1.42623
1.35354,2.58,2.2954,1.38527
1.37374,2.58,2.21841,1.33893
1.39394,2.58,2.09477,1.30401
1.41414,2.58,1.99273,1.22975
1.43434,2.58,1.89093,1.14637
1.45455,2.58,1.79327,1.05403
1.47475,2.58,1.70417,0.952986
1.49495,2.58,1.6286,0.843611
1.51515,2.58,1.57204,0.726391
1.53535,2.58,1.73242,0.74149
1.55556,2.58,1.58307,0.679282
1.57576,2.58,1.4413,0.615529
1.59596,2.58,1.31062,0.550414
1.61616,2.58,0.877376,0.637777
1.63636,2.58,0.78639,0.615883
1.65657,2.58,0.689467,0.594565
1.67677,2.58,0.59389,0.573864
1.69697,2.58,0.506136,0.553823
1.71717,2.58,0.431881,0.534482
1.73737,2.58,0.375994,0.515884
1.75758,2.58,0.342541,0.49807
1.77778,2.58,0.334783,0.481084
1.79798,2.58,0.355179,0.464967
1.81818,2.58,0.40538,0.449762
1.83838,2.58,0.282522,0.445673
1.85859,2.58,0.222633,0.463055
1.87879,2.58,0.189021,0.48072
1.89899,2.58,0.185602,0.498622
1.91919,2.58,0.216176,0.516727
1.93939,2.58,0.284433,0.53501
1.9596,2.58,0.393944,0.553463
1.9798,2.58,0.54817,0.572083
2,2.58,0.750455,0.590886
0,2.6,1.22887,0.139448
0.020202,2.6,0.923656,0.116327
0.040404,2.6,0.938132,0.230335
0.0606061,2.6,0.778668,0.19545
0.0808081,2.6,0.633317,0.169484
0.10101,2.6,0.507644,0.152598
0.121212,2.6,0.406107,0.144812
0.141414,2.6,0.332048,0.146006
0.161616,2.6,0.2877,0.15592
0.181818,2.6,0.274183,0.174153
0.20202,2.6,0.291505,0.200166
0.222222,2.6,0.338563,0.233277
0.242424,2.6,0.413142,0.272666
0.262626,2.6,0.511914,0.317371
0.282828,2.6,0.63044,0.366291
0.30303,2.6,0.763171,0.418185
0.323232,2.6,0.903442,0.471671
0.343434,2.6,1.04348,0.525226
0.363636,2.6,1.1744,0.57719
0.383838,2.6,1.2862,0.625758
0.40404,2.6,1.36777,0.66899
0.424242,2.6,1.4069,0.704802
0.444444,2.6,1.64979,0.847771
0.464646,2.6,1.77739,0.971434
0.484848,2.6,1.91484,1.09294
0.505051,2.6,2.05977,1.21242
0.525253,2.6,2.21018,1.33007
0.545455,2.6,1.74423,1.15937
0.565657,2.6,1.79616,1.2715
0.585859,2.6,1.85136,1.37406
0.606061,2.6,1.90763,1.46584
0.626263,2.6,1.96283,1.54595
0.646465,2.6,2.01485,1.61383
0.666667,2.6,2.06166,1.66923
0.686869,2.6,2.10126,1.71224
0.707071,2.6,2.13169,1.74326
0.727273,2.6,2.15105,1.76305
0.747475,2.6,2.15751,1.77264
0.767677,2.6,2.14926,1.77343
0.787879,2.6,2.12456,1.76714
0.808081,2.6,2.09054,1.80322
0.828283,2.6,2.15307,1.95809
0.848485,2.6,2.06406,0.983616
0.868687,2.6,1.72981,0.877629
0.888889,2.6,1.36676,0.774054
0.909091,2.6,0.914798,0.951058
0.929293,2.6,0.681037,0.762854
0.949495,2.6,0.474099,0.560326
0.969697,2.6,0.325028,0.368981
0.989899,2.6,0.273603,0.227022
1.0101,2.6,0.368331,0.185346
1.0303,2.6,0.666452,0.307543
1.05051,2.6,1.05781,0.479782
1.07071,2.6,1.24995,0.619074
1.09091,2.6,1.43982,0.754095
1.11111,2.6,1.59781,0.894598
1.13131,2.6,1.79399,1.04036
1.15152,2.6,1.96506,1.16649
1.17172,2.6,2.11103,1.27242
1.19192,2.6,2.23211,1.35769
1.21212,2.6,2.32865,1.42196
1.23232,2.6,2.4012,1.46504
1.25253,2.6,2.45048,1.48682
1.27273,2.6,2.47738,1.48737
1.29293,2.6,2.24537,1.39107
1.31313,2.6,2.18946,1.34629
1.33333,2.6,2.1274,1.3055
1.35354,2.6,2.0608,1.26328
1.37374,2.6,1.99134,1.21565
1.39394,2.6,1.92072,1.16006
1.41414,2.6,1.85067,1.09542
1.43434,2.6,1.73013,1.05224
1.45455,2.6,1.64937,0.963597
1.47475,2.6,1.57888,0.866707
1.49495,2.6,1.52374,0.762084
1.51515,2.6,1.48956,0.650353
1.53535,2.6,1.64246,0.71908
1.55556,2.6,1.49897,0.658434
1.57576,2.6,1.36347,0.596257
1.59596,2.6,0.898154,0.660458
1.61616,2.6,0.816082,0.636219
1.63636,2.6,0.722906,0.612539
1.65657,2.6,0.626682,0.589463
1.67677,2.6,0.534665,0.567033
1.69697,2.6,0.453304,0.545295
1.71717,2.6,0.388246,0.524292
1.73737,2.6,0.344331,0.504068
1.75758,2.6,0.325597,0.484668
1.77778,2.6,0.335275,0.466136
1.79798,2.6,0.427928,0.400945
1.81818,2.6,0.34058,0.417227
1.83838,2.6,0.270804,0.43381
1.85859,2.6,0.222351,0.450625
1.87879,2.6,0.198859,0.467618
1.89899,2.6,0.203852,0.484744
1.91919,2.6,0.24074,0.501974
1.93939,2.6,0.312818,0.519286
1.9596,2.6,0.423267,0.536673
1.9798,2.6,0.575156,0.554139
2,2.6,0.771438,0.571698
0,2.62,1.22301,0.155878
0.020202,2.62,1.24176,0.332577
0.040404,2.62,1.07639,0.282822
0.0606061,2.62,0.912128,0.241379
0.0808081,2.62,0.756462,0.208648
0.10101,2.62,0.615781,0.184889
0.121212,2.62,0.49536,0.170221
0.141414,2.62,0.399361,0.164624
0.161616,2.62,0.330835,0.167936
0.181818,2.62,0.291721,0.179856
0.20202,2.62,0.282846,0.199943
0.222222,2.62,0.303927,0.227616
0.242424,2.62,0.353566,0.262152
0.262626,2.62,0.429255,0.302689
0.282828,2.62,0.527376,0.348226
0.30303,2.62,0.643194,0.39762
0.323232,2.62,0.770868,0.449588
0.343434,2.62,0.903442,0.502708
0.363636,2.62,1.03285,0.555416
0.383838,2.62,1.14991,0.60601
0.40404,2.62,1.24433,0.652646
0.424242,2.62,1.30471,0.693341
0.444444,2.62,1.51917,0.798788
0.464646,2.62,1.63367,0.921779
0.484848,2.62,1.75935,1.04275
0.505051,2.62,1.89372,1.16185
0.525253,2.62,1.5936,0.917158
0.545455,2.62,1.61657,1.03025
0.565657,2.62,1.64706,1.13672
0.585859,2.62,1.68276,1.2348
0.606061,2.62,1.72142,1.32304
0.626263,2.62,1.76083,1.40032
0.646465,2.62,1.79884,1.46585
0.666667,2.62,1.83336,1.51916
0.686869,2.62,1.86232,1.5601
0.707071,2.62,1.88373,1.58884
0.727273,2.62,1.89562,1.60591
0.747475,2.62,1.8961,1.61212
0.767677,2.62,1.88332,1.60863
0.787879,2.62,1.85547,1.59693
0.808081,2.62,1.81079,1.57882
0.828283,2.62,2.38734,0.874706
0.848485,2.62,1.48552,1.27464
0.868687,2.62,1.29054,1.15681
0.888889,2.62,1.07689,1.03382
0.909091,2.62,0.850376,0.889812
0.929293,2.62,0.625529,0.721632
0.949495,2.62,0.425622,0.538824
0.969697,2.62,0.282653,0.363621
0.989899,2.62,0.237355,0.230954
1.0101,2.62,0.33919,0.188445
1.0303,2.62,0.646352,0.296413
1.05051,2.62,0.98202,0.428643
1.07071,2.62,1.16,0.556967
1.09091,2.62,1.33445,0.683846
1.11111,2.62,1.50599,0.804176
1.13131,2.62,1.63794,0.930307
1.15152,2.62,1.79694,1.05008
1.17172,2.62,1.93191,1.14994
1.19192,2.62,2.04312,1.22937
1.21212,2.62,2.13105,1.28798
1.23232,2.62,2.19634,1.32554
1.25253,2.62,2.23981,1.34189
1.27273,2.62,2.26244,1.33704
1.29293,2.62,2.0134,1.27617
1.31313,2.62,1.96189,1.23041
1.33333,2.62,1.90583,1.18845
1.35354,2.62,1.84689,1.14498
1.37374,2.62,1.78676,1.09611
1.39394,2.62,1.7272,1.03941
1.41414,2.62,1.66997,0.973876
1.43434,2.62,1.61689,0.899972
1.45455,2.62,1.51963,0.869381
1.47475,2.62,1.46808,0.777393
1.49495,2.62,1.43362,0.678445
1.51515,2.62,1.422,0.573299
1.53535,2.62,1.43949,0.462832
1.55556,2.62,1.41663,0.635549
1.57576,2.62,1.28784,0.574873
1.59596,2.62,0.840878,0.656962
1.61616,2.62,0.754398,0.630936
1.63636,2.62,0.65997,0.605499
1.65657,2.62,0.565624,0.580698
1.67677,2.62,0.478584,0.556578
1.69697,2.62,0.405272,0.533185
1.71717,2.62,0.351304,0.510567
1.73737,2.62,0.321493,0.488769
1.75758,2.62,0.585373,0.363256
1.77778,2.62,0.486081,0.37845
1.79798,2.62,0.396869,0.393999
1.81818,2.62,0.321326,0.409816
1.83838,2.62,0.262925,0.425825
1.85859,2.62,0.225027,0.441963
1.87879,2.62,0.210878,0.458177
1.89899,2.62,0.22361,0.474427
1.91919,2.62,0.26624,0.490685
1.93939,2.62,0.341673,0.506934
1.9596,2.62,0.452698,0.523169
1.9798,2.62,0.601991,0.539397
2,2.62,0.792113,0.555636
0,2.64,0.64872,0.642972
0.020202,2.64,1.42363,0.404531
0.040404,2.64,1.25999,0.347727
0.0606061,2.64,1.0908,0.298917
0.0808081,2.64,0.924386,0.258598
0.10101,2.64,0.767949,0.22713
0.121212,2.64,0.627585,0.204732
0.141414,2.64,0.508274,0.191482
0.161616,2.64,0.413887,0.187317
0.181818,2.64,0.347182,0.192036
0.20202,2.64,0.309804,0.205297
0.222222,2.64,0.302289,0.226618
0.242424,2.64,0.324058,0.255374
0.262626,2.64,0.373424,0.290805
0.282828,2.64,0.447584,0.332006
0.30303,2.64,0.542626,0.377935
0.323232,2.64,0.653525,0.427408
0.343434,2.64,0.774144,0.479101
0.363636,2.64,0.897236,0.531551
0.383838,2.64,1.01444,0.583153
0.40404,2.64,1.11628,0.632164
0.424242,2.64,1.19219,0.676698
0.444444,2.64,1.23045,0.714732
0.464646,2.64,1.49925,0.871699
0.484848,2.64,1.61185,0.991935
0.505051,2.64,1.73445,1.11045
0.525253,2.64,1.51681,0.800217
0.545455,2.64,1.51418,0.904861
0.565657,2.64,1.52114,1.00447
0.585859,2.64,1.53533,1.09704
0.606061,2.64,1.55444,1.1809
0.626263,2.64,1.57623,1.2547
0.646465,2.64,1.59847,1.31741
0.666667,2.64,1.61901,1.36833
0.686869,2.64,1.63575,1.40709
0.707071,2.64,1.64661,1.43363
0.727273,2.64,1.64961,1.44823
0.747475,2.64,1.64277,1.4515
0.767677,2.64,1.6242,1.44436
0.787879,2.64,1.27911,1.02847
0.808081,2.64,1.24395,1.03678
0.828283,2.64,1.24829,1.04162
0.848485,2.64,1.34996,1.19269
0.868687,2.64,1.1779,1.07416
0.888889,2.64,0.982511,0.960068
0.909091,2.64,0.770564,0.831284
0.929293,2.64,0.557549,0.681384
0.949495,2.64,0.367687,0.516637
0.969697,2.64,0.233934,0.356003
0.989899,2.64,0.197975,0.23114
1.0101,2.64,0.310227,0.186398
1.0303,2.64,0.629838,0.278821
1.05051,2.64,0.910109,0.381624
1.07071,2.64,1.07434,0.497441
1.09091,2.64,1.23406,0.614273
1.11111,2.64,1.3898,0.727242
1.13131,2.64,1.54233,0.83185
1.15152,2.64,1.64362,0.940012
1.17172,2.64,1.76792,1.03359
1.19192,2.64,1.86991,1.107
1.21212,2.64,1.95015,1.15982
1.23232,2.64,2.00939,1.19174
1.25253,2.64,2.04853,1.20257
1.27273,2.64,2.06867,1.19227
1.29293,2.64,1.79833,1.16508
1.31313,2.64,1.75294,1.11832
1.33333,2.64,1.70463,1.07523
1.35354,2.64,1.65511,1.03059
1.37374,2.64,1.60613,0.980608
1.39394,2.64,1.55948,0.922959
1.41414,2.64,1.51696,0.856752
1.43434,2.64,1.48043,0.782542
1.45455,2.64,1.45178,0.70233
1.47475,2.64,1.43292,0.619561
1.49495,2.64,1.35941,0.594188
1.51515,2.64,1.37031,0.496942
1.53535,2.64,1.41226,0.395597
1.55556,2.64,1.33663,0.610608
1.57576,2.64,1.21503,0.551354
1.59596,2.64,0.782826,0.649759
1.61616,2.64,0.692775,0.62198
1.63636,2.64,0.598172,0.594824
1.65657,2.64,0.507018,0.568339
1.67677,2.64,0.426509,0.542576
1.69697,2.64,0.363036,0.517581
1.71717,2.64,0.735408,0.332316
1.73737,2.64,0.635301,0.346371
1.75758,2.64,0.538998,0.360875
1.77778,2.64,0.449923,0.375723
1.79798,2.64,0.371387,0.390817
1.81818,2.64,0.306586,0.406073
1.83838,2.64,0.258602,0.421418
1.85859,2.64,0.230404,0.436793
1.87879,2.64,0.224846,0.452147
1.89899,2.64,0.244668,0.467445
1.91919,2.64,0.292496,0.48266
1.93939,2.64,0.370842,0.497779
1.9596,2.64,0.482104,0.512799
1.9798,2.64,0.628567,0.527732
2,2.64,0.812401,0.542599
0,2.66,0.617315,0.695718
0.020202,2.66,1.1625,0.639254
0.040404,2.66,0.997261,0.626085
0.0606061,2.66,0.856184,0.590826
0.0808081,2.66,0.738454,0.539533
0.10101,2.66,0.643167,0.477732
0.121212,2.66,0.808557,0.250017
0.141414,2.66,0.664489,0.228193
0.161616,2.66,0.542484,0.215618
0.181818,2.66,0.446117,0.212189
0.20202,2.66,0.377856,0.217664
0.222222,2.66,0.339052,0.23166
0.242424,2.66,0.329947,0.253652
0.262626,2.66,0.349672,0.282977
0.282828,2.66,0.396244,0.318831
0.30303,2.66,0.466569,0.360271
0.323232,2.66,0.556441,0.406211
0.343434,2.66,0.660543,0.455427
0.363636,2.66,0.772446,0.506555
0.383838,2.66,0.884608,0.55809
0.40404,2.66,0.988376,0.608386
0.424242,2.66,1.07399,0.655658
0.444444,2.66,1.13056,0.697982
0.464646,2.66,1.37609,0.821434
0.484848,2.66,1.47423,0.940721
0.505051,2.66,1.58373,1.05844
0.525253,2.66,1.47026,0.689676
0.545455,2.66,1.43971,0.784339
0.565657,2.66,1.42091,0.875735
0.585859,2.66,1.41145,0.961633
0.606061,2.66,1.40896,1.04013
0.626263,2.66,1.41114,1.10963
0.646465,2.66,1.41572,1.1689
0.666667,2.66,1.42048,1.217
0.686869,2.66,1.42326,1.25332
0.707071,2.66,1.42195,1.27759
0.727273,2.66,1.19126,0.926012
0.747475,2.66,1.17242,0.944259
0.767677,2.66,1.15092,0.956025
0.787879,2.66,1.12522,0.965655
0.808081,2.66,1.09371,0.978743
0.828283,2.66,1.09826,0.968094
0.848485,2.66,1.20337,1.11747
0.868687,2.66,1.05561,0.996751
0.888889,2.66,0.879981,0.890153
0.909091,2.66,0.684192,0.775281
0.929293,2.66,0.484693,0.642433
0.949495,2.66,0.306662,0.494605
0.969697,2.66,0.184007,0.347485
0.989899,2.66,0.159368,0.229456
1.0101,2.66,0.284116,0.181596
1.0303,2.66,0.618353,0.257676
1.05051,2.66,0.841362,0.338956
1.07071,2.66,0.992403,0.441151
1.09091,2.66,1.13825,0.546454
1.11111,2.66,1.27935,0.650216
1.13131,2.66,1.41635,0.748163
1.15152,2.66,1.55017,0.836402
1.17172,2.66,1.61876,0.923283
1.19192,2.66,1.71241,0.99054
1.21212,2.66,1.78614,1.03744
1.23232,2.66,1.84077,1.06364
1.25253,2.66,1.87733,1.0689
1.27273,2.66,1.89701,1.05311
1.29293,2.66,1.60172,1.05793
1.31313,2.66,1.56415,1.01024
1.33333,2.66,1.52535,0.966118
1.35354,2.66,1.48705,0.920451
1.37374,2.66,1.45105,0.869558
1.39394,2.66,1.41917,0.811207
1.41414,2.66,1.39325,0.744612
1.43434,2.66,1.37521,0.670432
1.45455,2.66,1.36695,0.590768
1.47475,2.66,1.37045,0.509168
1.49495,2.66,1.38771,0.430624
1.51515,2.66,1.42075,0.361574
1.53535,2.66,1.40151,0.332765
1.55556,2.66,1.50756,0.240816
1.57576,2.66,1.14574,0.525688
1.59596,2.66,0.724386,0.63891
1.61616,2.66,0.631739,0.609419
1.63636,2.66,0.538175,0.58059
1.65657,2.66,0.451663,0.552475
1.67677,2.66,0.871586,0.30783
1.69697,2.66,0.777409,0.320634
1.71717,2.66,0.681974,0.334023
1.73737,2.66,0.588541,0.347869
1.75758,2.66,0.500257,0.362054
1.77778,2.66,0.420155,0.376475
1.79798,2.66,0.351154,0.391039
1.81818,2.66,0.296058,0.405663
1.83838,2.66,0.257557,0.42028
1.85859,2.66,0.238229,0.43483
1.87879,2.66,0.240535,0.449269
1.89899,2.66,0.266825,0.463562
1.91919,2.66,0.319331,0.477688
1.93939,2.66,0.400176,0.491634
1.9596,2.66,0.511364,0.505404
1.9798,2.66,0.654789,0.519009
2,2.66,0.832228,0.532476
0,2.68,0.589542,0.744822
0.020202,2.68,0.52893,0.700635
0.040404,2.68,1.01889,0.661759
0.0606061,2.68,0.870111,0.639132
0.0808081,2.68,0.74628,0.596893
0.10101,2.68,0.646339,0.540853
0.121212,2.68,0.569151,0.476295
0.141414,2.68,0.513497,0.407968
0.161616,2.68,0.478079,0.340094
0.181818,2.68,0.461516,0.276365
0.20202,2.68,0.462345,0.219941
0.222222,2.68,0.479025,0.173451
0.242424,2.68,0.376934,0.258424
0.262626,2.68,0.363627,0.280586
0.282828,2.68,0.378908,0.310023
0.30303,2.68,0.420501,0.345889
0.323232,2.68,0.48502,0.3872
0.343434,2.68,0.567966,0.43283
0.363636,2.68,0.66373,0.481513
0.383838,2.68,0.765588,0.531845
0.40404,2.68,0.865706,0.582278
0.424242,2.68,0.955139,0.631127
0.444444,2.68,1.02383,0.676566
0.464646,2.68,1.06061,0.716627
0.484848,2.68,1.34852,0.88936
0.505051,2.68,1.44351,1.00607
0.525253,2.68,1.45693,0.586923
0.545455,2.68,1.39603,0.669927
0.565657,2.68,1.34911,0.751615
0.585859,2.68,1.31373,0.829524
0.606061,2.68,1.28745,0.90152
0.626263,2.68,1.26791,0.965792
0.646465,2.68,1.1709,0.665706
0.666667,2.68,1.13668,0.728292
0.686869,2.68,1.10713,0.780723
0.707071,2.68,1.08092,0.822161
0.727273,2.68,1.05671,0.85302
0.747475,2.68,1.03309,0.874966
0.767677,2.68,1.00864,0.890917
0.787879,2.68,0.98186,0.905045
0.808081,2.68,0.951246,0.922773
0.828283,2.68,0.94945,0.897973
0.848485,2.68,0.856339,0.845202
0.868687,2.68,0.934198,0.922949
0.888889,2.68,0.778577,0.822967
0.909091,2.68,0.599303,0.721209
0.929293,2.68,0.413776,0.604703
0.949495,2.68,0.248128,0.473169
0.969697,2.68,0.137222,0.339024
0.989899,2.68,0.124653,0.227377
1.0101,2.68,0.262745,0.176031
1.0303,2.68,0.612555,0.235487
1.05051,2.68,0.775204,0.300776
1.07071,2.68,0.913767,0.388658
1.09091,2.68,1.04677,0.481377
1.11111,2.68,1.17454,0.574508
1.13131,2.68,1.29765,0.664006
1.15152,2.68,1.41688,0.746204
1.17172,2.68,1.4836,0.81928
1.19192,2.68,1.57007,0.880267
1.21212,2.68,1.63871,0.92117
1.23232,2.68,1.69046,0.941586
1.25253,2.68,1.72645,0.941237
1.27273,2.68,1.74794,0.91997
1.29293,2.68,1.42522,0.954961
1.31313,2.68,1.39723,0.906471
1.33333,2.68,1.3697,0.861503
1.35354,2.68,1.34443,0.815038
1.37374,2.68,1.32324,0.763502
1.39394,2.68,1.308,0.704766
1.41414,2.68,1.3006,0.638146
1.43434,2.68,1.30298,0.564403
1.45455,2.68,1.3171,0.48574
1.47475,2.68,1.34496,0.405809
1.49495,2.68,1.38861,0.329703
1.51515,2.68,1.45012,0.263963
1.53535,2.68,1.53161,0.216572
1.55556,2.68,1.53945,0.199355
1.57576,2.68,1.08072,0.497878
1.59596,2.68,0.666024,0.624492
1.61616,2.68,1.07803,0.279037
1.63636,2.68,1.00046,0.289499
1.65657,2.68,0.914572,0.300881
1.67677,2.68,0.823579,0.313022
1.69697,2.68,0.730577,0.325773
1.71717,2.68,0.638549,0.338997
1.73737,2.68,0.550365,0.352569
1.75758,2.68,0.468778,0.366376
1.77778,2.68,0.396431,0.380316
1.79798,2.68,0.335849,0.394298
1.81818,2.68,0.289446,0.408246
1.83838,2.68,0.259521,0.422093
1.85859,2.68,0.248258,0.435783
1.87879,2.68,0.257728,0.449275
1.89899,2.68,0.289888,0.462538
1.91919,2.68,0.34658,0.475552
1.93939,2.68,0.429533,0.48831
1.9596,2.68,0.540361,0.500816
1.9798,2.68,0.680565,0.513086
2,2.68,0.851531,0.525149
0,2.7,0.565359,0.790284
0.020202,2.7,0.514383,0.747274
0.040404,2.7,0.472138,0.702874
0.0606061,2.7,0.884442,0.676496
0.0808081,2.7,0.75512,0.645112
0.10101,2.7,0.651061,0.596609
0.121212,2.7,0.570974,0.536552
0.141414,2.7,0.513488,0.46998
0.161616,2.7,0.477151,0.401398
0.181818,2.7,0.460429,0.334783
0.20202,2.7,0.461707,0.273582
0.222222,2.7,0.479288,0.22071
0.242424,2.7,0.511397,0.178553
0.262626,2.7,0.556172,0.148968
0.282828,2.7,0.611676,0.133278
0.30303,2.7,0.675888,0.13228
0.323232,2.7,0.746703,0.146239
0.343434,2.7,0.82194,0.174889
0.363636,2.7,0.576716,0.457632
0.383838,2.7,0.662934,0.505566
0.40404,2.7,0.753754,0.554929
0.424242,2.7,0.84105,0.604134
0.444444,2.7,0.915584,0.651454
0.464646,2.7,0.967004,0.695023
0.484848,2.7,1.23695,0.838136
0.505051,2.7,1.59279,0.427777
0.525253,2.7,1.48006,0.493466
0.545455,2.7,1.38622,0.562988
0.565657,2.7,1.3087,0.633326
0.585859,2.7,1.28731,0.377136
0.606061,2.7,1.21488,0.447982
0.626263,2.7,1.15199,0.52039
0.646465,2.7,1.09751,0.589591
0.666667,2.7,1.05028,0.65207
0.686869,2.7,1.0091,0.705564
0.707071,2.7,0.972745,0.749062
0.727273,2.7,0.939925,0.782805
0.747475,2.7,0.909323,0.808288
0.767677,2.7,0.879581,0.828256
0.787879,2.7,0.849299,0.846707
0.808081,2.7,0.857859,0.875204
0.828283,2.7,0.805703,0.831444
0.848485,2.7,0.709661,0.784336
0.868687,2.7,0.588875,0.734129
0.888889,2.7,0.686787,0.756998
0.909091,2.7,0.523153,0.668076
0.929293,2.7,0.350822,0.567717
0.949495,2.7,0.196879,0.45237
0.969697,2.7,0.0971437,0.331177
0.989899,2.7,0.0961628,0.225975
1.0101,2.7,0.247216,0.171294
1.0303,2.7,0.578633,0.204603
1.05051,2.7,0.711209,0.267127
1.07071,2.7,0.838163,0.340428
1.09091,2.7,0.959489,0.41993
1.11111,2.7,1.07542,0.501433
1.13131,2.7,1.18641,0.581117
1.15152,2.7,1.29315,0.655543
1.17172,2.7,1.39656,0.721646
1.19192,2.7,1.44185,0.776842
1.21212,2.7,1.5071,0.811689
1.23232,2.7,1.55795,0.826299
1.25253,2.7,1.5956,0.820345
1.27273,2.7,1.62146,0.793625
1.29293,2.7,1.27063,0.856563
1.31313,2.7,1.25395,0.807479
1.33333,2.7,1.23949,0.761912
1.35354,2.7,1.22906,0.714946
1.37374,2.7,1.22454,0.663111
1.39394,2.7,1.22783,0.604379
1.41414,2.7,1.24087,0.538168
1.43434,2.7,1.26562,0.465342
1.45455,2.7,1.3041,0.388207
1.47475,2.7,1.35836,0.310516
1.49495,2.7,1.43046,0.237467
1.51515,2.7,1.52254,0.1757
1.53535,2.7,1.63673,0.133303
1.55556,2.7,1.77522,0.119807
1.57576,2.7,1.18476,0.286548
1.59596,2.7,1.14158,0.27702
1.61616,2.7,1.06196,0.286748
1.63636,2.7,0.974599,0.297448
1.65657,2.7,0.882432,0.308951
1.67677,2.7,0.788279,0.3211
1.69697,2.7,0.694844,0.333749
1.71717,2.7,0.60472,0.346764
1.73737,2.7,0.520383,0.360023
1.75758,2.7,0.444197,0.373417
1.77778,2.7,0.378411,0.386845
1.79798,2.7,0.32516,0.400222
1.81818,2.7,0.286464,0.413472
1.83838,2.7,0.264232,0.426533
1.85859,2.7,0.260256,0.439353
1.87879,2.7,0.276215,0.451892
1.89899,2.7,0.313674,0.464122
1.91919,2.7,0.374083,0.476028
1.93939,2.7,0.45878,0.487605
1.9596,2.7,0.568987,0.49886
1.9798,2.7,0.705812,0.509813
2,2.7,0.870252,0.520495
0,2.72,0.544715,0.832103
0.020202,2.72,0.502739,0.790258
0.040404,2.72,0.468755,0.747001
0.0606061,2.72,0.898763,0.702152
0.0808081,2.72,0.764557,0.683352
